timestep,stand_key,disturbance_type,pct_volume_removed,year,age,area
7,BH1427-1-1,Clearcut,97.0,2032,24,209.62
8,BH1427-1-1,Site_Prep,0.0,2033,1,209.62
23,BH1427-1-1,1st_Thin,43.1,2048,14,209.62
30,BH1427-1-1,2nd_Thin,49.08,2055,21,209.62
38,BH1427-1-1,Clearcut,97.0,2063,29,209.62
39,BH1427-1-1,Site_Prep,0.0,2064,1,209.62
7,BH1427-1-3,Clearcut,97.0,2032,24,9.51
8,BH1427-1-3,Site_Prep,0.0,2033,1,9.51
23,BH1427-1-3,1st_Thin,43.1,2048,14,9.51
29,BH1427-1-3,2nd_Thin,46.38,2054,20,9.51
38,BH1427-1-3,Clearcut,97.0,2063,29,9.51
39,BH1427-1-3,Site_Prep,0.0,2064,1,9.51
4,BH1427-1-337,2nd_Thin,26.88,2029,21,82.28
12,BH1427-1-337,Clearcut,97.0,2037,29,82.28
13,BH1427-1-337,Site_Prep,0.0,2038,1,82.28
28,BH1427-1-337,1st_Thin,43.1,2053,14,82.28
35,BH1427-1-337,2nd_Thin,49.08,2060,21,82.28
43,BH1427-1-337,Clearcut,97.0,2068,29,82.28
44,BH1427-1-337,Site_Prep,0.0,2069,1,82.28
4,BH1429-1-10,1st_Thin,57.14,2029,14,37.87
14,BH1429-1-10,Clearcut,97.0,2039,24,37.87
15,BH1429-1-10,Site_Prep,0.0,2040,1,37.87
30,BH1429-1-10,1st_Thin,43.94,2055,14,37.87
37,BH1429-1-10,2nd_Thin,40.68,2062,21,37.87
45,BH1429-1-10,Clearcut,97.0,2070,29,37.87
46,BH1429-1-10,Site_Prep,0.0,2071,1,37.87
9,BH1429-1-11,1st_Thin,47.12,2034,14,172.42
16,BH1429-1-11,2nd_Thin,32.01,2041,21,172.42
24,BH1429-1-11,Clearcut,97.0,2049,29,172.42
25,BH1429-1-11,Site_Prep,0.0,2050,1,172.42
40,BH1429-1-11,1st_Thin,45.22,2065,14,172.42
50,BH1429-1-11,Clearcut,97.0,2075,24,172.42
1,BH1429-1-16,Site_Prep,0.0,2026,1,4.01
16,BH1429-1-16,1st_Thin,0.0,2041,14,4.01
31,BH1429-1-16,Clearcut,97.0,2056,29,4.01
32,BH1429-1-16,Site_Prep,0.0,2057,1,4.01
47,BH1429-1-16,1st_Thin,34.52,2072,14,4.01
5,BH1429-1-338,17.26% clearcut,17.26,2030,27,25.45
6,BH1429-1-338,Site_Prep,0.0,2031,1,25.45
7,BH1429-1-338,Clearcut,97.0,2032,29,121.97
8,BH1429-1-338,Site_Prep,0.0,2033,1,121.97
21,BH1429-1-338,1st_Thin,43.17,2046,14,25.45
23,BH1429-1-338,1st_Thin,43.17,2048,14,121.97
28,BH1429-1-338,2nd_Thin,43.98,2053,21,25.45
30,BH1429-1-338,2nd_Thin,43.98,2055,21,121.97
36,BH1429-1-338,17.26% clearcut,17.26,2061,29,25.45
37,BH1429-1-338,Site_Prep,0.0,2062,1,25.45
38,BH1429-1-338,Clearcut,97.0,2063,29,121.97
39,BH1429-1-338,Site_Prep,0.0,2064,1,121.97
1,BH1429-1-365,Site_Prep,0.0,2026,1,18.65
16,BH1429-1-365,1st_Thin,0.0,2041,14,18.65
31,BH1429-1-365,Clearcut,97.0,2056,29,18.65
32,BH1429-1-365,Site_Prep,0.0,2057,1,18.65
47,BH1429-1-365,1st_Thin,37.62,2072,14,18.65
1,BH1429-1-41,Site_Prep,0.0,2026,1,11.92
16,BH1429-1-41,1st_Thin,0.0,2041,14,11.92
31,BH1429-1-41,Clearcut,97.0,2056,29,11.92
32,BH1429-1-41,Site_Prep,0.0,2057,1,11.92
47,BH1429-1-41,1st_Thin,37.62,2072,14,11.92
10,BH1429-1-42,1st_Thin,45.45,2035,14,70.08
17,BH1429-1-42,2nd_Thin,43.68,2042,21,70.08
24,BH1429-1-42,Clearcut,97.0,2049,28,70.08
25,BH1429-1-42,Site_Prep,0.0,2050,1,70.08
40,BH1429-1-42,1st_Thin,45.22,2065,14,70.08
50,BH1429-1-42,Clearcut,97.0,2075,24,70.08
3,BH1429-1-45,Clearcut,97.0,2028,25,175.55
4,BH1429-1-45,Site_Prep,0.0,2029,1,175.55
19,BH1429-1-45,1st_Thin,43.17,2044,14,175.55
26,BH1429-1-45,2nd_Thin,43.98,2051,21,175.55
34,BH1429-1-45,Clearcut,97.0,2059,29,175.55
35,BH1429-1-45,Site_Prep,0.0,2060,1,175.55
50,BH1429-1-45,1st_Thin,43.17,2075,14,175.55
4,BH1431-1-25,2nd_Thin,49.25,2029,21,63.77
12,BH1431-1-25,Clearcut,97.0,2037,29,63.77
13,BH1431-1-25,Site_Prep,0.0,2038,1,63.77
28,BH1431-1-25,1st_Thin,43.17,2053,14,63.77
35,BH1431-1-25,2nd_Thin,43.98,2060,21,63.77
43,BH1431-1-25,Clearcut,97.0,2068,29,63.77
44,BH1431-1-25,Site_Prep,0.0,2069,1,63.77
4,BH1431-1-26,1st_Thin,48.29,2029,14,17.53
11,BH1431-1-26,2nd_Thin,27.16,2036,21,17.53
19,BH1431-1-26,Clearcut,97.0,2044,29,17.53
20,BH1431-1-26,Site_Prep,0.0,2045,1,17.53
35,BH1431-1-26,1st_Thin,43.94,2060,14,17.53
42,BH1431-1-26,2nd_Thin,40.68,2067,21,17.53
49,BH1431-1-26,Clearcut,97.0,2074,28,17.53
50,BH1431-1-26,Site_Prep,0.0,2075,1,17.53
12,BH1431-1-27,Clearcut,97.0,2037,29,47.01
13,BH1431-1-27,Site_Prep,0.0,2038,1,47.01
28,BH1431-1-27,1st_Thin,43.1,2053,14,47.01
35,BH1431-1-27,2nd_Thin,49.08,2060,21,47.01
43,BH1431-1-27,Clearcut,97.0,2068,29,47.01
44,BH1431-1-27,Site_Prep,0.0,2069,1,47.01
4,BH1431-1-28,1st_Thin,49.62,2029,14,24.51
18,BH1431-1-28,Clearcut,97.0,2043,28,24.51
19,BH1431-1-28,Site_Prep,0.0,2044,1,24.51
34,BH1431-1-28,1st_Thin,43.94,2059,14,24.51
41,BH1431-1-28,2nd_Thin,40.68,2066,21,24.51
49,BH1431-1-28,Clearcut,97.0,2074,29,24.51
50,BH1431-1-28,Site_Prep,0.0,2075,1,24.51
3,BH1431-1-342,2nd_Thin,23.48,2028,20,61.56
12,BH1431-1-342,Clearcut,97.0,2037,29,61.56
13,BH1431-1-342,Site_Prep,0.0,2038,1,61.56
28,BH1431-1-342,1st_Thin,43.1,2053,14,61.56
35,BH1431-1-342,2nd_Thin,49.08,2060,21,61.56
43,BH1431-1-342,Clearcut,97.0,2068,29,61.56
44,BH1431-1-342,Site_Prep,0.0,2069,1,61.56
15,BH1435-1-19,Clearcut,97.0,2040,40,3.08
1,BH1435-1-20,Clearcut,97.0,2026,24,2.37
2,BH1435-1-20,Site_Prep,0.0,2027,1,2.37
17,BH1435-1-20,1st_Thin,43.1,2042,14,2.37
23,BH1435-1-20,2nd_Thin,46.38,2048,20,2.37
29,BH1435-1-20,Clearcut,97.0,2054,26,2.37
30,BH1435-1-20,Site_Prep,0.0,2055,1,2.37
45,BH1435-1-20,1st_Thin,43.1,2070,14,2.37
50,BH1435-1-20,2nd_Thin,41.04,2075,19,2.37
1,BH1435-1-21,Clearcut,97.0,2026,26,31.89
2,BH1435-1-21,Site_Prep,0.0,2027,1,31.89
17,BH1435-1-21,1st_Thin,43.94,2042,14,31.89
24,BH1435-1-21,2nd_Thin,40.68,2049,21,31.89
32,BH1435-1-21,Clearcut,97.0,2057,29,31.89
33,BH1435-1-21,Site_Prep,0.0,2058,1,31.89
48,BH1435-1-21,1st_Thin,43.94,2073,14,31.89
3,BH1435-1-23,Clearcut,97.0,2028,25,178.91
4,BH1435-1-23,Site_Prep,0.0,2029,1,178.91
19,BH1435-1-23,1st_Thin,43.0,2044,14,178.91
25,BH1435-1-23,2nd_Thin,50.62,2050,20,178.91
34,BH1435-1-23,Clearcut,97.0,2059,29,178.91
35,BH1435-1-23,Site_Prep,0.0,2060,1,178.91
50,BH1435-1-23,1st_Thin,43.0,2075,14,178.91
4,BH1435-1-24,1st_Thin,45.88,2029,14,86.12
11,BH1435-1-24,2nd_Thin,30.7,2036,21,86.12
19,BH1435-1-24,Clearcut,97.0,2044,29,86.12
20,BH1435-1-24,Site_Prep,0.0,2045,1,86.12
35,BH1435-1-24,1st_Thin,43.94,2060,14,86.12
42,BH1435-1-24,2nd_Thin,40.68,2067,21,86.12
49,BH1435-1-24,Clearcut,97.0,2074,28,86.12
50,BH1435-1-24,Site_Prep,0.0,2075,1,86.12
1,BH1435-1-30,Clearcut,97.0,2026,24,50.29
2,BH1435-1-30,Site_Prep,0.0,2027,1,50.29
17,BH1435-1-30,1st_Thin,43.1,2042,14,50.29
23,BH1435-1-30,2nd_Thin,46.38,2048,20,50.29
29,BH1435-1-30,Clearcut,97.0,2054,26,50.29
30,BH1435-1-30,Site_Prep,0.0,2055,1,50.29
45,BH1435-1-30,1st_Thin,43.1,2070,14,50.29
50,BH1435-1-30,2nd_Thin,41.04,2075,19,50.29
1,BH1435-1-31,Clearcut,97.0,2026,26,3.56
2,BH1435-1-31,Site_Prep,0.0,2027,1,3.56
17,BH1435-1-31,1st_Thin,43.17,2042,14,3.56
24,BH1435-1-31,2nd_Thin,43.98,2049,21,3.56
32,BH1435-1-31,Clearcut,97.0,2057,29,3.56
33,BH1435-1-31,Site_Prep,0.0,2058,1,3.56
48,BH1435-1-31,1st_Thin,43.17,2073,14,3.56
3,BH1435-1-339,Clearcut,97.0,2028,25,41.62
4,BH1435-1-339,Site_Prep,0.0,2029,1,41.62
19,BH1435-1-339,1st_Thin,43.0,2044,14,41.62
25,BH1435-1-339,2nd_Thin,50.62,2050,20,41.62
34,BH1435-1-339,Clearcut,97.0,2059,29,41.62
35,BH1435-1-339,Site_Prep,0.0,2060,1,41.62
50,BH1435-1-339,1st_Thin,43.0,2075,14,41.62
1,BH1435-1-343,Clearcut,97.0,2026,24,8.21
2,BH1435-1-343,Site_Prep,0.0,2027,1,8.21
17,BH1435-1-343,1st_Thin,43.17,2042,14,8.21
24,BH1435-1-343,2nd_Thin,43.98,2049,21,8.21
32,BH1435-1-343,Clearcut,97.0,2057,29,8.21
33,BH1435-1-343,Site_Prep,0.0,2058,1,8.21
48,BH1435-1-343,1st_Thin,43.17,2073,14,8.21
14,BH1435-1-384,1st_Thin,50.92,2039,14,157.06
19,BH1435-1-384,2nd_Thin,38.74,2044,19,129.7964
20,BH1435-1-384,2nd_Thin,43.47,2045,20,27.2636
24,BH1435-1-384,82.64% clearcut,82.64,2049,24,129.7964
25,BH1435-1-384,Site_Prep,0.0,2050,1,129.7964
29,BH1435-1-384,Clearcut,97.0,2054,29,27.2636
30,BH1435-1-384,Site_Prep,0.0,2055,1,27.2636
40,BH1435-1-384,1st_Thin,43.17,2065,14,129.7964
45,BH1435-1-384,1st_Thin,43.17,2070,14,27.2636
45,BH1435-1-384,2nd_Thin,40.8,2070,19,129.7964
50,BH1435-1-384,2nd_Thin,36.75,2075,19,27.2636
50,BH1435-1-384,Clearcut,97.0,2075,24,129.7964
13,BH1435-1-390,1st_Thin,51.77,2038,14,59.25
20,BH1435-1-390,2nd_Thin,41.89,2045,21,59.25
28,BH1435-1-390,Clearcut,97.0,2053,29,59.25
29,BH1435-1-390,Site_Prep,0.0,2054,1,59.25
44,BH1435-1-390,1st_Thin,43.94,2069,14,59.25
50,BH1435-1-390,2nd_Thin,33.14,2075,20,59.25
1,BH1435-1-46,Clearcut,97.0,2026,24,7.95
2,BH1435-1-46,Site_Prep,0.0,2027,1,7.95
17,BH1435-1-46,1st_Thin,43.17,2042,14,7.95
24,BH1435-1-46,2nd_Thin,43.98,2049,21,7.95
32,BH1435-1-46,Clearcut,97.0,2057,29,7.95
33,BH1435-1-46,Site_Prep,0.0,2058,1,7.95
48,BH1435-1-46,1st_Thin,43.17,2073,14,7.95
7,BH2046-1-364,Clearcut,97.0,2032,25,26.9
8,BH2046-1-364,Site_Prep,0.0,2033,1,26.9
23,BH2046-1-364,1st_Thin,45.22,2048,14,26.9
30,BH2046-1-364,2nd_Thin,36.11,2055,21,26.9
38,BH2046-1-364,Clearcut,97.0,2063,29,26.9
39,BH2046-1-364,Site_Prep,0.0,2064,1,26.9
14,BH2046-1-385,1st_Thin,52.37,2039,14,74.47
24,BH2046-1-385,Clearcut,97.0,2049,24,74.47
25,BH2046-1-385,Site_Prep,0.0,2050,1,74.47
40,BH2046-1-385,1st_Thin,45.22,2065,14,74.47
50,BH2046-1-385,Clearcut,97.0,2075,24,74.47
1,BH2046-1-398,Site_Prep,0.0,2026,1,24.3
16,BH2046-1-398,1st_Thin,0.0,2041,14,24.3
31,BH2046-1-398,Clearcut,97.0,2056,29,24.3
32,BH2046-1-398,Site_Prep,0.0,2057,1,24.3
47,BH2046-1-398,1st_Thin,36.47,2072,14,24.3
11,BH2046-1-52,20.58% clearcut,20.58,2036,37,6.9124
12,BH2046-1-52,45.38% clearcut,45.38,2037,38,15.2372
13,BH2046-1-52,2.12% clearcut,2.12,2038,39,0.7106
14,BH2046-1-52,Clearcut,97.0,2039,40,10.7198
46,BH2046-1-52,20.58% clearcut,20.58,2071,35,6.9124
47,BH2046-1-52,1.52% clearcut,1.52,2072,35,0.5102
48,BH2046-1-52,0.61% clearcut,0.61,2073,35,0.2038
49,BH2046-1-52,43.86% clearcut,43.86,2074,37,14.727
49,BH2046-1-52,1.51% clearcut,1.51,2074,36,0.5068
49,BH2046-1-52,Clearcut,97.0,2074,35,10.7198
1,BH2046-1-53,Clearcut,97.0,2026,31,13.07
2,BH2046-1-53,Site_Prep,0.0,2027,1,13.07
17,BH2046-1-53,1st_Thin,45.22,2042,14,13.07
24,BH2046-1-53,2nd_Thin,36.11,2049,21,13.07
32,BH2046-1-53,Clearcut,97.0,2057,29,13.07
33,BH2046-1-53,Site_Prep,0.0,2058,1,13.07
48,BH2046-1-53,1st_Thin,45.22,2073,14,13.07
9,BH2046-1-55,1st_Thin,48.39,2034,14,170.51
16,BH2046-1-55,2nd_Thin,43.96,2041,21,170.51
24,BH2046-1-55,Clearcut,97.0,2049,29,170.51
25,BH2046-1-55,Site_Prep,0.0,2050,1,170.51
41,BH2046-1-55,1st_Thin,42.96,2066,15,170.51
20,BH2046-1-56,Clearcut,97.0,2045,28,33.88
21,BH2046-1-56,Site_Prep,0.0,2046,1,33.88
36,BH2046-1-56,1st_Thin,45.22,2061,14,33.88
43,BH2046-1-56,2nd_Thin,36.11,2068,21,33.88
49,BH2046-1-56,Clearcut,97.0,2074,27,33.88
50,BH2046-1-56,Site_Prep,0.0,2075,1,33.88
1,BH2046-1-57,Clearcut,97.0,2026,32,16.89
2,BH2046-1-57,Site_Prep,0.0,2027,1,16.89
17,BH2046-1-57,1st_Thin,43.41,2042,14,16.89
32,BH2046-1-57,Clearcut,97.0,2057,29,16.89
33,BH2046-1-57,Site_Prep,0.0,2058,1,16.89
48,BH2046-1-57,1st_Thin,43.41,2073,14,16.89
5,BH2046-1-58,Clearcut,97.0,2030,35,4.18
20,BH2046-1-61,Clearcut,97.0,2045,28,6.0
21,BH2046-1-61,Site_Prep,0.0,2046,1,6.0
36,BH2046-1-61,1st_Thin,45.22,2061,14,6.0
43,BH2046-1-61,2nd_Thin,36.11,2068,21,6.0
49,BH2046-1-61,Clearcut,97.0,2074,27,6.0
50,BH2046-1-61,Site_Prep,0.0,2075,1,6.0
10,BH2046-1-64,1st_Thin,52.63,2035,14,88.81
23,BH2046-1-64,Clearcut,97.0,2048,27,88.81
24,BH2046-1-64,Site_Prep,0.0,2049,1,88.81
39,BH2046-1-64,1st_Thin,43.41,2064,14,88.81
49,BH2046-1-64,Clearcut,97.0,2074,24,88.81
50,BH2046-1-64,Site_Prep,0.0,2075,1,88.81
1,BH2046-1-67,Clearcut,97.0,2026,26,2.28
1,BH2047-1-395,Site_Prep,0.0,2026,1,64.49
16,BH2047-1-395,1st_Thin,0.0,2041,14,64.49
31,BH2047-1-395,Clearcut,97.0,2056,29,64.49
32,BH2047-1-395,Site_Prep,0.0,2057,1,64.49
47,BH2047-1-395,1st_Thin,37.33,2072,14,64.49
1,BH2047-1-72,Clearcut,97.0,2026,46,1.39
2,BH2047-1-72,Site_Prep,0.0,2027,1,1.39
18,BH2047-1-72,1st_Thin,42.96,2043,15,1.39
32,BH2047-1-72,Clearcut,97.0,2057,29,1.39
33,BH2047-1-72,Site_Prep,0.0,2058,1,1.39
49,BH2047-1-72,1st_Thin,42.96,2074,15,1.39
8,BH2047-1-74,Clearcut,97.0,2033,24,54.15
9,BH2047-1-74,Site_Prep,0.0,2034,1,54.15
24,BH2047-1-74,1st_Thin,43.17,2049,14,54.15
31,BH2047-1-74,2nd_Thin,43.98,2056,21,54.15
39,BH2047-1-74,Clearcut,97.0,2064,29,54.15
40,BH2047-1-74,Site_Prep,0.0,2065,1,54.15
1,BH2047-1-76,Clearcut,97.0,2026,25,16.98
2,BH2047-1-76,Site_Prep,0.0,2027,1,16.98
17,BH2047-1-76,1st_Thin,43.94,2042,14,16.98
24,BH2047-1-76,2nd_Thin,40.68,2049,21,16.98
32,BH2047-1-76,Clearcut,97.0,2057,29,16.98
33,BH2047-1-76,Site_Prep,0.0,2058,1,16.98
48,BH2047-1-76,1st_Thin,43.94,2073,14,16.98
5,BH2047-1-81,Clearcut,97.0,2030,27,6.43
6,BH2047-1-81,Site_Prep,0.0,2031,1,6.43
21,BH2047-1-81,1st_Thin,43.17,2046,14,6.43
28,BH2047-1-81,2nd_Thin,43.98,2053,21,6.43
36,BH2047-1-81,Clearcut,97.0,2061,29,6.43
37,BH2047-1-81,Site_Prep,0.0,2062,1,6.43
14,BH2061-1-356,1st_Thin,51.36,2039,14,72.86
19,BH2061-1-356,2nd_Thin,44.53,2044,19,72.86
24,BH2061-1-356,Clearcut,97.0,2049,24,72.86
25,BH2061-1-356,Site_Prep,0.0,2050,1,72.86
40,BH2061-1-356,1st_Thin,43.1,2065,14,72.86
45,BH2061-1-356,2nd_Thin,44.63,2070,19,72.86
50,BH2061-1-356,Clearcut,97.0,2075,24,72.86
14,BH2061-1-357,1st_Thin,52.45,2039,14,56.45
21,BH2061-1-357,2nd_Thin,44.89,2046,21,56.45
29,BH2061-1-357,Clearcut,97.0,2054,29,56.45
30,BH2061-1-357,Site_Prep,0.0,2055,1,56.45
45,BH2061-1-357,1st_Thin,43.1,2070,14,56.45
50,BH2061-1-357,2nd_Thin,41.04,2075,19,56.45
9,BH2061-1-83,1st_Thin,46.94,2034,14,101.07
16,BH2061-1-83,2nd_Thin,44.17,2041,21,101.07
24,BH2061-1-83,Clearcut,97.0,2049,29,101.07
25,BH2061-1-83,Site_Prep,0.0,2050,1,101.07
40,BH2061-1-83,1st_Thin,43.41,2065,14,101.07
50,BH2061-1-83,Clearcut,97.0,2075,24,101.07
8,BH3011-1-91,Clearcut,97.0,2033,24,103.49
9,BH3011-1-91,Site_Prep,0.0,2034,1,103.49
24,BH3011-1-91,1st_Thin,43.1,2049,14,103.49
31,BH3011-1-91,2nd_Thin,49.08,2056,21,103.49
39,BH3011-1-91,Clearcut,97.0,2064,29,103.49
40,BH3011-1-91,Site_Prep,0.0,2065,1,103.49
8,BH3011-1-92,Clearcut,97.0,2033,24,4.78
9,BH3011-1-92,Site_Prep,0.0,2034,1,4.78
24,BH3011-1-92,1st_Thin,43.1,2049,14,4.78
30,BH3011-1-92,2nd_Thin,46.38,2055,20,4.78
39,BH3011-1-92,Clearcut,97.0,2064,29,4.78
40,BH3011-1-92,Site_Prep,0.0,2065,1,4.78
1,BH4023-1-95,1st_Thin,27.98,2026,16,201.8
14,BH4023-1-95,Clearcut,97.0,2039,29,201.8
15,BH4023-1-95,Site_Prep,0.0,2040,1,201.8
30,BH4023-1-95,1st_Thin,45.22,2055,14,201.8
45,BH4023-1-95,Clearcut,97.0,2070,29,201.8
46,BH4023-1-95,Site_Prep,0.0,2071,1,201.8
3,BH4059-1-108,Clearcut,97.0,2028,25,7.77
4,BH4059-1-108,Site_Prep,0.0,2029,1,7.77
19,BH4059-1-108,1st_Thin,42.65,2044,14,7.77
34,BH4059-1-108,Clearcut,97.0,2059,29,7.77
35,BH4059-1-108,Site_Prep,0.0,2060,1,7.77
50,BH4059-1-108,1st_Thin,42.65,2075,14,7.77
3,BH4059-1-109,Clearcut,97.0,2028,25,17.84
4,BH4059-1-109,Site_Prep,0.0,2029,1,17.84
19,BH4059-1-109,1st_Thin,42.65,2044,14,17.84
34,BH4059-1-109,Clearcut,97.0,2059,29,17.84
35,BH4059-1-109,Site_Prep,0.0,2060,1,17.84
50,BH4059-1-109,1st_Thin,42.65,2075,14,17.84
9,BH5120-1-111,1st_Thin,44.42,2034,14,87.28
15,BH5120-1-111,2nd_Thin,37.39,2040,20,87.28
24,BH5120-1-111,Clearcut,97.0,2049,29,87.28
25,BH5120-1-111,Site_Prep,0.0,2050,1,87.28
40,BH5120-1-111,1st_Thin,43.94,2065,14,87.28
50,BH5120-1-111,Clearcut,97.0,2075,24,87.28
4,BH5132-1-116,1st_Thin,40.27,2029,14,12.98
19,BH5132-1-116,Clearcut,97.0,2044,29,12.98
20,BH5132-1-116,Site_Prep,0.0,2045,1,12.98
35,BH5132-1-116,1st_Thin,43.94,2060,14,12.98
42,BH5132-1-116,2nd_Thin,35.06,2067,21,12.98
