timestep,stand_key,disturbance_type,pct_volume_removed,year,age,area
49,BH5132-1-116,Clearcut,97.0,2074,28,12.98
50,BH5132-1-116,Site_Prep,0.0,2075,1,12.98
3,BH5132-1-117,Clearcut,97.0,2028,35,7.73
4,BH5132-1-117,Site_Prep,0.0,2029,1,7.73
19,BH5132-1-117,1st_Thin,45.22,2044,14,7.73
26,BH5132-1-117,2nd_Thin,28.81,2051,21,7.73
34,BH5132-1-117,Clearcut,97.0,2059,29,7.73
35,BH5132-1-117,Site_Prep,0.0,2060,1,7.73
50,BH5132-1-117,1st_Thin,45.22,2075,14,7.73
4,BH5132-1-121,1st_Thin,40.66,2029,14,22.74
19,BH5132-1-121,Clearcut,97.0,2044,29,22.74
20,BH5132-1-121,Site_Prep,0.0,2045,1,22.74
35,BH5132-1-121,1st_Thin,43.94,2060,14,22.74
42,BH5132-1-121,2nd_Thin,35.06,2067,21,22.74
49,BH5132-1-121,Clearcut,97.0,2074,28,22.74
50,BH5132-1-121,Site_Prep,0.0,2075,1,22.74
3,BH5132-1-122,Clearcut,97.0,2028,30,1.34
4,BH5132-1-122,Site_Prep,0.0,2029,1,1.34
19,BH5132-1-122,1st_Thin,43.94,2044,14,1.34
25,BH5132-1-122,2nd_Thin,33.14,2050,20,1.34
34,BH5132-1-122,Clearcut,97.0,2059,29,1.34
35,BH5132-1-122,Site_Prep,0.0,2060,1,1.34
50,BH5132-1-122,1st_Thin,43.94,2075,14,1.34
4,BH5132-1-123,1st_Thin,48.65,2029,14,125.43
14,BH5132-1-123,51.3% clearcut,51.3,2039,24,64.35
15,BH5132-1-123,Site_Prep,0.0,2040,1,64.35
15,BH5132-1-123,Clearcut,97.0,2040,25,61.08
16,BH5132-1-123,Site_Prep,0.0,2041,1,61.08
30,BH5132-1-123,1st_Thin,43.94,2055,14,64.35
31,BH5132-1-123,1st_Thin,43.94,2056,14,61.08
37,BH5132-1-123,2nd_Thin,35.06,2062,21,64.35
38,BH5132-1-123,2nd_Thin,35.06,2063,21,61.08
45,BH5132-1-123,51.3% clearcut,51.3,2070,29,64.35
46,BH5132-1-123,Site_Prep,0.0,2071,1,64.35
46,BH5132-1-123,Clearcut,97.0,2071,29,61.08
47,BH5132-1-123,Site_Prep,0.0,2072,1,61.08
4,BH5132-1-124,1st_Thin,45.31,2029,14,1.29
11,BH5132-1-124,2nd_Thin,26.38,2036,21,1.29
19,BH5132-1-124,Clearcut,97.0,2044,29,1.29
20,BH5132-1-124,Site_Prep,0.0,2045,1,1.29
35,BH5132-1-124,1st_Thin,45.22,2060,14,1.29
42,BH5132-1-124,2nd_Thin,28.81,2067,21,1.29
49,BH5132-1-124,Clearcut,97.0,2074,28,1.29
50,BH5132-1-124,Site_Prep,0.0,2075,1,1.29
4,BH5132-1-125,1st_Thin,42.78,2029,14,2.18
11,BH5132-1-125,2nd_Thin,26.8,2036,21,2.18
17,BH5132-1-125,Clearcut,97.0,2042,27,2.18
18,BH5132-1-125,Site_Prep,0.0,2043,1,2.18
33,BH5132-1-125,1st_Thin,43.17,2058,14,2.18
39,BH5132-1-125,2nd_Thin,38.33,2064,20,2.18
48,BH5132-1-125,Clearcut,97.0,2073,29,2.18
49,BH5132-1-125,Site_Prep,0.0,2074,1,2.18
9,BH5132-1-126,12.03% clearcut,12.03,2034,27,0.5894
10,BH5132-1-126,8.93% clearcut,8.93,2035,28,0.4374
12,BH5132-1-126,Clearcut,97.0,2037,30,3.8732
34,BH5132-1-126,12.03% clearcut,12.03,2059,25,0.5894
34,BH5132-1-126,8.93% clearcut,8.93,2059,24,0.4374
36,BH5132-1-126,Clearcut,97.0,2061,24,3.8732
7,BH5132-1-128,Clearcut,97.0,2032,24,14.13
8,BH5132-1-128,Site_Prep,0.0,2033,1,14.13
23,BH5132-1-128,1st_Thin,43.1,2048,14,14.13
30,BH5132-1-128,2nd_Thin,45.66,2055,21,14.13
38,BH5132-1-128,Clearcut,97.0,2063,29,14.13
39,BH5132-1-128,Site_Prep,0.0,2064,1,14.13
7,BH5132-1-129,Clearcut,97.0,2032,24,23.36
8,BH5132-1-129,Site_Prep,0.0,2033,1,23.36
23,BH5132-1-129,1st_Thin,43.1,2048,14,23.36
30,BH5132-1-129,2nd_Thin,45.66,2055,21,23.36
38,BH5132-1-129,Clearcut,97.0,2063,29,23.36
39,BH5132-1-129,Site_Prep,0.0,2064,1,23.36
12,BH5132-1-340,1st_Thin,51.73,2037,14,17.35
18,BH5132-1-340,2nd_Thin,34.04,2043,20,17.35
24,BH5132-1-340,Clearcut,97.0,2049,26,17.35
25,BH5132-1-340,Site_Prep,0.0,2050,1,17.35
40,BH5132-1-340,1st_Thin,43.94,2065,14,17.35
50,BH5132-1-340,Clearcut,97.0,2075,24,17.35
7,BH5132-1-381,Clearcut,97.0,2032,24,92.02
8,BH5132-1-381,Site_Prep,0.0,2033,1,92.02
23,BH5132-1-381,1st_Thin,43.1,2048,14,92.02
30,BH5132-1-381,2nd_Thin,45.66,2055,21,92.02
38,BH5132-1-381,Clearcut,97.0,2063,29,92.02
39,BH5132-1-381,Site_Prep,0.0,2064,1,92.02
3,BH5135-1-130,1st_Thin,43.88,2028,14,68.4
15,BH5135-1-130,Clearcut,97.0,2040,26,68.4
16,BH5135-1-130,Site_Prep,0.0,2041,1,68.4
31,BH5135-1-130,1st_Thin,43.94,2056,14,68.4
37,BH5135-1-130,2nd_Thin,33.14,2062,20,68.4
46,BH5135-1-130,Clearcut,97.0,2071,29,68.4
47,BH5135-1-130,Site_Prep,0.0,2072,1,68.4
4,BH5135-1-131,1st_Thin,48.95,2029,14,5.8
18,BH5135-1-131,Clearcut,97.0,2043,28,5.8
19,BH5135-1-131,Site_Prep,0.0,2044,1,5.8
34,BH5135-1-131,1st_Thin,43.94,2059,14,5.8
41,BH5135-1-131,2nd_Thin,35.06,2066,21,5.8
49,BH5135-1-131,Clearcut,97.0,2074,29,5.8
50,BH5135-1-131,Site_Prep,0.0,2075,1,5.8
3,BH5135-1-133,1st_Thin,43.95,2028,14,21.97
13,BH5135-1-133,Clearcut,97.0,2038,24,21.97
14,BH5135-1-133,Site_Prep,0.0,2039,1,21.97
29,BH5135-1-133,1st_Thin,43.94,2054,14,21.97
35,BH5135-1-133,2nd_Thin,33.14,2060,20,21.97
44,BH5135-1-133,Clearcut,97.0,2069,29,21.97
45,BH5135-1-133,Site_Prep,0.0,2070,1,21.97
4,BH5135-1-135,1st_Thin,50.6,2029,14,17.57
14,BH5135-1-135,Clearcut,97.0,2039,24,17.57
15,BH5135-1-135,Site_Prep,0.0,2040,1,17.57
30,BH5135-1-135,1st_Thin,43.94,2055,14,17.57
36,BH5135-1-135,2nd_Thin,33.14,2061,20,17.57
45,BH5135-1-135,Clearcut,97.0,2070,29,17.57
46,BH5135-1-135,Site_Prep,0.0,2071,1,17.57
3,BH5135-1-137,1st_Thin,33.92,2028,14,5.54
9,BH5135-1-137,2nd_Thin,30.25,2034,20,5.54
18,BH5135-1-137,Clearcut,97.0,2043,29,5.54
19,BH5135-1-137,Site_Prep,0.0,2044,1,5.54
34,BH5135-1-137,1st_Thin,43.94,2059,14,5.54
40,BH5135-1-137,2nd_Thin,33.14,2065,20,5.54
49,BH5135-1-137,Clearcut,97.0,2074,29,5.54
50,BH5135-1-137,Site_Prep,0.0,2075,1,5.54
1,BH5136-1-138,1st_Thin,0.0,2026,18,10.12
7,BH5136-1-138,Clearcut,97.0,2032,24,10.12
8,BH5136-1-138,Site_Prep,0.0,2033,1,10.12
23,BH5136-1-138,1st_Thin,43.17,2048,14,10.12
30,BH5136-1-138,2nd_Thin,40.2,2055,21,10.12
38,BH5136-1-138,Clearcut,97.0,2063,29,10.12
39,BH5136-1-138,Site_Prep,0.0,2064,1,10.12
1,BH5136-1-139,1st_Thin,0.0,2026,14,8.33
8,BH5136-1-139,2nd_Thin,0.0,2033,21,8.33
15,BH5136-1-139,Clearcut,97.0,2040,28,8.33
16,BH5136-1-139,Site_Prep,0.0,2041,1,8.33
31,BH5136-1-139,1st_Thin,43.1,2056,14,8.33
38,BH5136-1-139,2nd_Thin,45.66,2063,21,8.33
46,BH5136-1-139,Clearcut,97.0,2071,29,8.33
47,BH5136-1-139,Site_Prep,0.0,2072,1,8.33
12,BH5136-1-140,Clearcut,97.0,2037,29,165.11
13,BH5136-1-140,Site_Prep,0.0,2038,1,165.11
28,BH5136-1-140,1st_Thin,43.94,2053,14,165.11
35,BH5136-1-140,2nd_Thin,35.06,2060,21,165.11
43,BH5136-1-140,Clearcut,97.0,2068,29,165.11
44,BH5136-1-140,Site_Prep,0.0,2069,1,165.11
1,BH5136-1-396,1st_Thin,0.0,2026,14,33.85
8,BH5136-1-396,2nd_Thin,0.0,2033,21,33.85
15,BH5136-1-396,Clearcut,97.0,2040,28,33.85
16,BH5136-1-396,Site_Prep,0.0,2041,1,33.85
31,BH5136-1-396,1st_Thin,43.1,2056,14,33.85
38,BH5136-1-396,2nd_Thin,45.66,2063,21,33.85
46,BH5136-1-396,Clearcut,97.0,2071,29,33.85
47,BH5136-1-396,Site_Prep,0.0,2072,1,33.85
1,BH5140-1-143,1st_Thin,25.01,2026,17,140.19
11,BH5140-1-143,Clearcut,97.0,2036,27,140.19
12,BH5140-1-143,Site_Prep,0.0,2037,1,140.19
27,BH5140-1-143,1st_Thin,43.1,2052,14,140.19
34,BH5140-1-143,2nd_Thin,45.66,2059,21,140.19
42,BH5140-1-143,Clearcut,97.0,2067,29,140.19
43,BH5140-1-143,Site_Prep,0.0,2068,1,140.19
1,BH5140-1-145,1st_Thin,0.0,2026,17,3.31
8,BH5140-1-145,Clearcut,97.0,2033,24,3.31
9,BH5140-1-145,Site_Prep,0.0,2034,1,3.31
24,BH5140-1-145,1st_Thin,43.1,2049,14,3.31
31,BH5140-1-145,2nd_Thin,45.66,2056,21,3.31
39,BH5140-1-145,Clearcut,97.0,2064,29,3.31
40,BH5140-1-145,Site_Prep,0.0,2065,1,3.31
5,BH5140-1-146,1st_Thin,47.16,2030,14,61.0
20,BH5140-1-146,Clearcut,97.0,2045,29,61.0
21,BH5140-1-146,Site_Prep,0.0,2046,1,61.0
36,BH5140-1-146,1st_Thin,45.22,2061,14,61.0
49,BH5140-1-146,Clearcut,97.0,2074,27,61.0
50,BH5140-1-146,Site_Prep,0.0,2075,1,61.0
5,BH5140-1-147,1st_Thin,48.93,2030,14,72.11
18,BH5140-1-147,Clearcut,97.0,2043,27,72.11
19,BH5140-1-147,Site_Prep,0.0,2044,1,72.11
34,BH5140-1-147,1st_Thin,43.94,2059,14,72.11
40,BH5140-1-147,2nd_Thin,33.14,2065,20,72.11
49,BH5140-1-147,Clearcut,97.0,2074,29,72.11
50,BH5140-1-147,Site_Prep,0.0,2075,1,72.11
2,BH5140-1-148,1st_Thin,39.86,2027,15,43.21
8,BH5140-1-148,2nd_Thin,33.54,2033,21,43.21
15,BH5140-1-148,Clearcut,97.0,2040,28,43.21
16,BH5140-1-148,Site_Prep,0.0,2041,1,43.21
31,BH5140-1-148,1st_Thin,43.1,2056,14,43.21
38,BH5140-1-148,2nd_Thin,45.66,2063,21,43.21
46,BH5140-1-148,Clearcut,97.0,2071,29,43.21
47,BH5140-1-148,Site_Prep,0.0,2072,1,43.21
7,BH5145-1-151,2nd_Thin,26.49,2032,21,20.37
15,BH5145-1-151,Clearcut,97.0,2040,29,20.37
16,BH5145-1-151,Site_Prep,0.0,2041,1,20.37
31,BH5145-1-151,1st_Thin,43.1,2056,14,20.37
38,BH5145-1-151,2nd_Thin,45.66,2063,21,20.37
46,BH5145-1-151,Clearcut,97.0,2071,29,20.37
47,BH5145-1-151,Site_Prep,0.0,2072,1,20.37
7,BH5145-1-153,2nd_Thin,26.49,2032,21,8.03
15,BH5145-1-153,Clearcut,97.0,2040,29,8.03
16,BH5145-1-153,Site_Prep,0.0,2041,1,8.03
31,BH5145-1-153,1st_Thin,43.1,2056,14,8.03
38,BH5145-1-153,2nd_Thin,45.66,2063,21,8.03
46,BH5145-1-153,Clearcut,97.0,2071,29,8.03
47,BH5145-1-153,Site_Prep,0.0,2072,1,8.03
12,BH5145-1-341,1st_Thin,53.39,2037,14,29.25
18,BH5145-1-341,2nd_Thin,34.58,2043,20,29.25
24,BH5145-1-341,Clearcut,97.0,2049,26,29.25
25,BH5145-1-341,Site_Prep,0.0,2050,1,29.25
40,BH5145-1-341,1st_Thin,43.17,2065,14,29.25
45,BH5145-1-341,2nd_Thin,36.75,2070,19,29.25
50,BH5145-1-341,Clearcut,97.0,2075,24,29.25
11,BH5145-1-379,Clearcut,97.0,2036,25,75.1
12,BH5145-1-379,Site_Prep,0.0,2037,1,75.1
27,BH5145-1-379,1st_Thin,43.94,2052,14,75.1
34,BH5145-1-379,2nd_Thin,35.06,2059,21,75.1
42,BH5145-1-379,Clearcut,97.0,2067,29,75.1
43,BH5145-1-379,Site_Prep,0.0,2068,1,75.1
10,BH5145-1-380,Clearcut,97.0,2035,24,79.4
11,BH5145-1-380,Site_Prep,0.0,2036,1,79.4
26,BH5145-1-380,1st_Thin,43.1,2051,14,79.4
33,BH5145-1-380,2nd_Thin,45.66,2058,21,79.4
41,BH5145-1-380,Clearcut,97.0,2066,29,79.4
42,BH5145-1-380,Site_Prep,0.0,2067,1,79.4
1,BH5149-1-157,1st_Thin,23.23,2026,16,119.68
6,BH5149-1-157,2nd_Thin,33.66,2031,21,119.68
14,BH5149-1-157,Clearcut,97.0,2039,29,119.68
15,BH5149-1-157,Site_Prep,0.0,2040,1,119.68
30,BH5149-1-157,1st_Thin,43.94,2055,14,119.68
37,BH5149-1-157,2nd_Thin,35.06,2062,21,119.68
45,BH5149-1-157,Clearcut,97.0,2070,29,119.68
46,BH5149-1-157,Site_Prep,0.0,2071,1,119.68
1,BH5149-1-161,1st_Thin,24.81,2026,16,26.06
14,BH5149-1-161,Clearcut,97.0,2039,29,26.06
15,BH5149-1-161,Site_Prep,0.0,2040,1,26.06
30,BH5149-1-161,1st_Thin,44.18,2055,14,26.06
45,BH5149-1-161,Clearcut,97.0,2070,29,26.06
46,BH5149-1-161,Site_Prep,0.0,2071,1,26.06
20,BH5149-1-162,20.28% clearcut,20.28,2045,35,3.3692
21,BH5149-1-162,5.35% clearcut,5.35,2046,36,0.8884
22,BH5149-1-162,29.98% clearcut,29.98,2047,37,4.980472
23,BH5149-1-162,Clearcut,97.0,2048,38,7.371928
12,BH5186-1-174,Clearcut,97.0,2037,29,0.88
13,BH5186-1-174,Site_Prep,0.0,2038,1,0.88
28,BH5186-1-174,1st_Thin,43.1,2053,14,0.88
35,BH5186-1-174,2nd_Thin,45.66,2060,21,0.88
43,BH5186-1-174,Clearcut,97.0,2068,29,0.88
44,BH5186-1-174,Site_Prep,0.0,2069,1,0.88
3,BH5186-1-175,Clearcut,97.0,2028,35,2.31
4,BH5186-1-175,Site_Prep,0.0,2029,1,2.31
19,BH5186-1-175,1st_Thin,45.22,2044,14,2.31
34,BH5186-1-175,Clearcut,97.0,2059,29,2.31
35,BH5186-1-175,Site_Prep,0.0,2060,1,2.31
50,BH5186-1-175,1st_Thin,45.22,2075,14,2.31
8,BH5186-1-177,1st_Thin,43.76,2033,14,42.11
15,BH5186-1-177,2nd_Thin,35.04,2040,21,42.11
22,BH5186-1-177,Clearcut,97.0,2047,28,42.11
23,BH5186-1-177,Site_Prep,0.0,2048,1,42.11
38,BH5186-1-177,1st_Thin,43.94,2063,14,42.11
44,BH5186-1-177,2nd_Thin,33.14,2069,20,42.11
50,BH5186-1-177,Clearcut,97.0,2075,26,42.11
3,BH5186-1-179,32.31% clearcut,32.31,2028,36,8.9004
7,BH5186-1-179,Clearcut,97.0,2032,40,11.0014
38,BH5186-1-179,32.31% clearcut,32.31,2063,35,8.9004
42,BH5186-1-179,25.09% clearcut,25.09,2067,35,6.9124
43,BH5186-1-179,Clearcut,97.0,2068,36,4.089
8,BH5186-1-180,1st_Thin,43.76,2033,14,16.78
15,BH5186-1-180,2nd_Thin,35.04,2040,21,16.78
22,BH5186-1-180,Clearcut,97.0,2047,28,16.78
23,BH5186-1-180,Site_Prep,0.0,2048,1,16.78
38,BH5186-1-180,1st_Thin,43.94,2063,14,16.78
44,BH5186-1-180,2nd_Thin,33.14,2069,20,16.78
50,BH5186-1-180,Clearcut,97.0,2075,26,16.78
8,BH5186-1-181,1st_Thin,43.18,2033,14,5.34
14,BH5186-1-181,2nd_Thin,34.86,2039,20,5.34
21,BH5186-1-181,Clearcut,97.0,2046,27,5.34
22,BH5186-1-181,Site_Prep,0.0,2047,1,5.34
37,BH5186-1-181,1st_Thin,43.17,2062,14,5.34
43,BH5186-1-181,2nd_Thin,38.33,2068,20,5.34
49,BH5186-1-181,Clearcut,97.0,2074,26,5.34
50,BH5186-1-181,Site_Prep,0.0,2075,1,5.34
8,BH5186-1-182,1st_Thin,43.76,2033,14,11.75
15,BH5186-1-182,2nd_Thin,35.04,2040,21,11.75
22,BH5186-1-182,Clearcut,97.0,2047,28,11.75
23,BH5186-1-182,Site_Prep,0.0,2048,1,11.75
38,BH5186-1-182,1st_Thin,43.94,2063,14,11.75
44,BH5186-1-182,2nd_Thin,33.14,2069,20,11.75
50,BH5186-1-182,Clearcut,97.0,2075,26,11.75
8,BH5186-1-184,1st_Thin,43.18,2033,14,20.01
14,BH5186-1-184,2nd_Thin,34.86,2039,20,20.01
21,BH5186-1-184,Clearcut,97.0,2046,27,20.01
22,BH5186-1-184,Site_Prep,0.0,2047,1,20.01
37,BH5186-1-184,1st_Thin,43.17,2062,14,20.01
43,BH5186-1-184,2nd_Thin,38.33,2068,20,20.01
49,BH5186-1-184,Clearcut,97.0,2074,26,20.01
50,BH5186-1-184,Site_Prep,0.0,2075,1,20.01
8,BH5186-1-185,1st_Thin,43.18,2033,14,19.07
14,BH5186-1-185,2nd_Thin,34.86,2039,20,19.07
21,BH5186-1-185,Clearcut,97.0,2046,27,19.07
22,BH5186-1-185,Site_Prep,0.0,2047,1,19.07
37,BH5186-1-185,1st_Thin,43.17,2062,14,19.07
43,BH5186-1-185,2nd_Thin,38.33,2068,20,19.07
49,BH5186-1-185,Clearcut,97.0,2074,26,19.07
50,BH5186-1-185,Site_Prep,0.0,2075,1,19.07
9,BH5186-1-186,1st_Thin,45.26,2034,14,82.73
15,BH5186-1-186,2nd_Thin,36.85,2040,20,82.73
23,BH5186-1-186,Clearcut,97.0,2048,28,82.73
24,BH5186-1-186,Site_Prep,0.0,2049,1,82.73
39,BH5186-1-186,1st_Thin,43.17,2064,14,82.73
45,BH5186-1-186,2nd_Thin,38.33,2070,20,82.73
50,BH5186-1-186,Clearcut,97.0,2075,25,82.73
9,BH5186-1-187,1st_Thin,43.4,2034,14,10.71
15,BH5186-1-187,2nd_Thin,36.88,2040,20,10.71
22,BH5186-1-187,Clearcut,97.0,2047,27,10.71
23,BH5186-1-187,Site_Prep,0.0,2048,1,10.71
38,BH5186-1-187,1st_Thin,43.17,2063,14,10.71
44,BH5186-1-187,2nd_Thin,38.33,2069,20,10.71
50,BH5186-1-187,Clearcut,97.0,2075,26,10.71
1,BH5186-1-397,Site_Prep,0.0,2026,1,55.21
16,BH5186-1-397,1st_Thin,0.0,2041,14,55.21
21,BH5186-1-397,2nd_Thin,0.0,2046,19,55.21
29,BH5186-1-397,Clearcut,97.0,2054,27,55.21
30,BH5186-1-397,Site_Prep,0.0,2055,1,55.21
45,BH5186-1-397,1st_Thin,36.91,2070,14,55.21
50,BH5186-1-397,2nd_Thin,29.19,2075,19,55.21
8,BH5222-1-188,Clearcut,97.0,2033,24,17.13
9,BH5222-1-188,Site_Prep,0.0,2034,1,17.13
24,BH5222-1-188,1st_Thin,43.17,2049,14,17.13
31,BH5222-1-188,2nd_Thin,40.2,2056,21,17.13
39,BH5222-1-188,Clearcut,97.0,2064,29,17.13
40,BH5222-1-188,Site_Prep,0.0,2065,1,17.13
5,BH5222-1-190,2nd_Thin,0.0,2030,21,5.27
13,BH5222-1-190,Clearcut,97.0,2038,29,5.27
14,BH5222-1-190,Site_Prep,0.0,2039,1,5.27
29,BH5222-1-190,1st_Thin,43.17,2054,14,5.27
36,BH5222-1-190,2nd_Thin,40.2,2061,21,5.27
44,BH5222-1-190,Clearcut,97.0,2069,29,5.27
45,BH5222-1-190,Site_Prep,0.0,2070,1,5.27
11,BH5222-1-378,Clearcut,97.0,2036,27,43.48
12,BH5222-1-378,Site_Prep,0.0,2037,1,43.48
27,BH5222-1-378,1st_Thin,45.22,2052,14,43.48
34,BH5222-1-378,2nd_Thin,28.81,2059,21,43.48
42,BH5222-1-378,Clearcut,97.0,2067,29,43.48
43,BH5222-1-378,Site_Prep,0.0,2068,1,43.48
8,BH5591-1-192,Clearcut,97.0,2033,24,101.81
9,BH5591-1-192,Site_Prep,0.0,2034,1,101.81
24,BH5591-1-192,1st_Thin,43.17,2049,14,101.81
31,BH5591-1-192,2nd_Thin,40.2,2056,21,101.81
39,BH5591-1-192,Clearcut,97.0,2064,29,101.81
40,BH5591-1-192,Site_Prep,0.0,2065,1,101.81
9,BH5660-1-164,1st_Thin,49.63,2034,14,7.07
15,BH5660-1-164,2nd_Thin,30.94,2040,20,7.07
24,BH5660-1-164,Clearcut,97.0,2049,29,7.07
