disturbance_type,src_stand_key,tgt_stand_key,src_species,tgt_species,src_origin,tgt_origin,src_si_class,tgt_si_class,src_growth_period,tgt_growth_period,src_mgmt_trajectory,tgt_mgmt_trajectory,reset_age
Clearcut,BH5136-1-138,BH5136-1-138,LB,LB,PY,PY,SI85,SI85,current,post_regen,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH5136-1-138,BH5136-1-138,LB,LB,PY,PY,SI85,SI85,current,current,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,-1
2nd_Thin,BH5136-1-138,BH5136-1-138,LB,LB,PY,PY,SI85,SI85,current,current,T1-0-T2-0-F1-0-F2-0,T1-14-T2-21-F1-0-F2-0,-1
1st_Thin,BH5136-1-139,BH5136-1-139,LB,LB,PY,PY,SI90,SI90,current,current,T1-0-T2-0-F1-0-F2-0,T1-14-T2-0-F1-0-F2-0,-1
2nd_Thin,BH5136-1-139,BH5136-1-139,LB,LB,PY,PY,SI90,SI90,current,current,T1-0-T2-0-F1-0-F2-0,T1-14-T2-21-F1-0-F2-0,-1
Clearcut,BH5136-1-139,BH5136-1-139,LB,LB,PY,PY,SI90,SI90,current,post_regen,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH5136-1-139,BH5136-1-139,LB,LB,PY,PY,SI90,SI90,current,current,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,-1
Clearcut,BH5136-1-140,BH5136-1-140,LB,LB,PY,PY,SI80,SI80,current,post_regen,T1-14-T2-0-F1-17-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH5136-1-140,BH5136-1-140,LB,LB,PY,PY,SI80,SI80,current,current,T1-14-T2-0-F1-17-F2-0,T1-14-T2-0-F1-17-F2-0,-1
1st_Thin,BH5136-1-140,BH5136-1-140,LB,LB,PY,PY,SI80,SI80,current,current,T1-14-T2-0-F1-17-F2-0,T1-14-T2-0-F1-0-F2-0,-1
2nd_Thin,BH5136-1-140,BH5136-1-140,LB,LB,PY,PY,SI80,SI80,current,current,T1-14-T2-0-F1-17-F2-0,T1-14-T2-21-F1-0-F2-0,-1
1st_Thin,BH5136-1-396,BH5136-1-396,LB,LB,PY,PY,SI90,SI90,current,current,T1-0-T2-0-F1-0-F2-0,T1-14-T2-0-F1-0-F2-0,-1
2nd_Thin,BH5136-1-396,BH5136-1-396,LB,LB,PY,PY,SI90,SI90,current,current,T1-0-T2-0-F1-0-F2-0,T1-14-T2-21-F1-0-F2-0,-1
Clearcut,BH5136-1-396,BH5136-1-396,LB,LB,PY,PY,SI90,SI90,current,post_regen,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH5136-1-396,BH5136-1-396,LB,LB,PY,PY,SI90,SI90,current,current,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,-1
1st_Thin,BH5140-1-143,BH5140-1-143,LB,LB,PY,PY,SI90,SI90,current,current,T1-0-T2-0-F1-0-F2-0,T1-17-T2-0-F1-0-F2-0,-1
Clearcut,BH5140-1-143,BH5140-1-143,LB,LB,PY,PY,SI90,SI90,current,post_regen,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH5140-1-143,BH5140-1-143,LB,LB,PY,PY,SI90,SI90,current,current,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,-1
2nd_Thin,BH5140-1-143,BH5140-1-143,LB,LB,PY,PY,SI90,SI90,current,current,T1-0-T2-0-F1-0-F2-0,T1-14-T2-21-F1-0-F2-0,-1
1st_Thin,BH5140-1-145,BH5140-1-145,LB,LB,PY,PY,SI90,SI90,current,current,T1-0-T2-0-F1-0-F2-0,T1-17-T2-0-F1-0-F2-0,-1
Clearcut,BH5140-1-145,BH5140-1-145,LB,LB,PY,PY,SI90,SI90,current,post_regen,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH5140-1-145,BH5140-1-145,LB,LB,PY,PY,SI90,SI90,current,current,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,-1
2nd_Thin,BH5140-1-145,BH5140-1-145,LB,LB,PY,PY,SI90,SI90,current,current,T1-0-T2-0-F1-0-F2-0,T1-14-T2-21-F1-0-F2-0,-1
1st_Thin,BH5140-1-146,BH5140-1-146,LB,LB,PY,PY,SI75,SI75,current,current,T1-0-T2-0-F1-0-F2-0,T1-14-T2-0-F1-0-F2-0,-1
Clearcut,BH5140-1-146,BH5140-1-146,LB,LB,PY,PY,SI75,SI75,current,post_regen,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH5140-1-146,BH5140-1-146,LB,LB,PY,PY,SI75,SI75,current,current,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,-1
1st_Thin,BH5140-1-147,BH5140-1-147,LB,LB,PY,PY,SI80,SI80,current,current,T1-0-T2-0-F1-0-F2-0,T1-14-T2-0-F1-0-F2-0,-1
Clearcut,BH5140-1-147,BH5140-1-147,LB,LB,PY,PY,SI80,SI80,current,post_regen,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH5140-1-147,BH5140-1-147,LB,LB,PY,PY,SI80,SI80,current,current,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,-1
2nd_Thin,BH5140-1-147,BH5140-1-147,LB,LB,PY,PY,SI80,SI80,current,current,T1-0-T2-0-F1-0-F2-0,T1-14-T2-20-F1-0-F2-0,-1
1st_Thin,BH5140-1-148,BH5140-1-148,LB,LB,PY,PY,SI90,SI90,current,current,T1-0-T2-0-F1-0-F2-0,T1-15-T2-0-F1-0-F2-0,-1
2nd_Thin,BH5140-1-148,BH5140-1-148,LB,LB,PY,PY,SI90,SI90,current,current,T1-0-T2-0-F1-0-F2-0,T1-15-T2-21-F1-16-F2-0,-1
Clearcut,BH5140-1-148,BH5140-1-148,LB,LB,PY,PY,SI90,SI90,current,post_regen,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH5140-1-148,BH5140-1-148,LB,LB,PY,PY,SI90,SI90,current,current,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,-1
2nd_Thin,BH5145-1-151,BH5145-1-151,LB,LB,PY,PY,SI90,SI90,current,current,T1-13-T2-0-F1-0-F2-0,T1-13-T2-21-F1-0-F2-0,-1
Clearcut,BH5145-1-151,BH5145-1-151,LB,LB,PY,PY,SI90,SI90,current,post_regen,T1-13-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH5145-1-151,BH5145-1-151,LB,LB,PY,PY,SI90,SI90,current,current,T1-13-T2-0-F1-0-F2-0,T1-13-T2-0-F1-0-F2-0,-1
1st_Thin,BH5145-1-151,BH5145-1-151,LB,LB,PY,PY,SI90,SI90,current,current,T1-13-T2-0-F1-0-F2-0,T1-14-T2-0-F1-0-F2-0,-1
2nd_Thin,BH5145-1-153,BH5145-1-153,LB,LB,PY,PY,SI90,SI90,current,current,T1-13-T2-0-F1-0-F2-0,T1-13-T2-21-F1-0-F2-0,-1
Clearcut,BH5145-1-153,BH5145-1-153,LB,LB,PY,PY,SI90,SI90,current,post_regen,T1-13-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH5145-1-153,BH5145-1-153,LB,LB,PY,PY,SI90,SI90,current,current,T1-13-T2-0-F1-0-F2-0,T1-13-T2-0-F1-0-F2-0,-1
1st_Thin,BH5145-1-153,BH5145-1-153,LB,LB,PY,PY,SI90,SI90,current,current,T1-13-T2-0-F1-0-F2-0,T1-14-T2-0-F1-0-F2-0,-1
1st_Thin,BH5145-1-341,BH5145-1-341,LB,LB,PY,PY,SI85,SI85,current,current,T1-0-T2-0-F1-0-F2-0,T1-14-T2-0-F1-0-F2-0,-1
2nd_Thin,BH5145-1-341,BH5145-1-341,LB,LB,PY,PY,SI85,SI85,current,current,T1-0-T2-0-F1-0-F2-0,T1-14-T2-20-F1-0-F2-0,-1
Clearcut,BH5145-1-341,BH5145-1-341,LB,LB,PY,PY,SI85,SI85,current,post_regen,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH5145-1-341,BH5145-1-341,LB,LB,PY,PY,SI85,SI85,current,current,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,-1
Clearcut,BH5145-1-379,BH5145-1-379,LB,LB,PY,PY,SI80,SI80,current,post_regen,T1-13-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH5145-1-379,BH5145-1-379,LB,LB,PY,PY,SI80,SI80,current,current,T1-13-T2-0-F1-0-F2-0,T1-13-T2-0-F1-0-F2-0,-1
1st_Thin,BH5145-1-379,BH5145-1-379,LB,LB,PY,PY,SI80,SI80,current,current,T1-13-T2-0-F1-0-F2-0,T1-14-T2-0-F1-0-F2-0,-1
2nd_Thin,BH5145-1-379,BH5145-1-379,LB,LB,PY,PY,SI80,SI80,current,current,T1-13-T2-0-F1-0-F2-0,T1-14-T2-21-F1-0-F2-0,-1
Clearcut,BH5145-1-380,BH5145-1-380,LB,LB,PY,PY,SI90,SI90,current,post_regen,T1-13-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH5145-1-380,BH5145-1-380,LB,LB,PY,PY,SI90,SI90,current,current,T1-13-T2-0-F1-0-F2-0,T1-13-T2-0-F1-0-F2-0,-1
1st_Thin,BH5145-1-380,BH5145-1-380,LB,LB,PY,PY,SI90,SI90,current,current,T1-13-T2-0-F1-0-F2-0,T1-14-T2-0-F1-0-F2-0,-1
2nd_Thin,BH5145-1-380,BH5145-1-380,LB,LB,PY,PY,SI90,SI90,current,current,T1-13-T2-0-F1-0-F2-0,T1-14-T2-21-F1-0-F2-0,-1
1st_Thin,BH5149-1-157,BH5149-1-157,LB,LB,PY,PY,SI80,SI80,current,current,T1-0-T2-0-F1-0-F2-0,T1-16-T2-0-F1-0-F2-0,-1
2nd_Thin,BH5149-1-157,BH5149-1-157,LB,LB,PY,PY,SI80,SI80,current,current,T1-0-T2-0-F1-0-F2-0,T1-16-T2-21-F1-17-F2-0,-1
Clearcut,BH5149-1-157,BH5149-1-157,LB,LB,PY,PY,SI80,SI80,current,post_regen,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH5149-1-157,BH5149-1-157,LB,LB,PY,PY,SI80,SI80,current,current,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,-1
1st_Thin,BH5149-1-161,BH5149-1-161,LB,LB,PY,PY,SI60,SI60,current,current,T1-0-T2-0-F1-0-F2-0,T1-16-T2-0-F1-0-F2-0,-1
Clearcut,BH5149-1-161,BH5149-1-161,LB,LB,PY,PY,SI60,SI60,current,post_regen,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH5149-1-161,BH5149-1-161,LB,LB,PY,PY,SI60,SI60,current,current,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,-1
20.28% clearcut,BH5149-1-162,BH5149-1-162,PH,PH,NN,NN,SI55,SI55,current,current,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,-1
5.35% clearcut,BH5149-1-162,BH5149-1-162,PH,PH,NN,NN,SI55,SI55,current,current,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,-1
29.98% clearcut,BH5149-1-162,BH5149-1-162,PH,PH,NN,NN,SI55,SI55,current,current,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,-1
Clearcut,BH5149-1-162,BH5149-1-162,PH,LB,NN,NN,SI55,SI55,current,post_regen,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Clearcut,BH5186-1-174,BH5186-1-174,LB,LB,PY,PY,SI90,SI90,current,post_regen,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH5186-1-174,BH5186-1-174,LB,LB,PY,PY,SI90,SI90,current,current,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,-1
1st_Thin,BH5186-1-174,BH5186-1-174,LB,LB,PY,PY,SI90,SI90,current,current,T1-0-T2-0-F1-0-F2-0,T1-14-T2-0-F1-0-F2-0,-1
2nd_Thin,BH5186-1-174,BH5186-1-174,LB,LB,PY,PY,SI90,SI90,current,current,T1-0-T2-0-F1-0-F2-0,T1-14-T2-21-F1-0-F2-0,-1
Clearcut,BH5186-1-175,BH5186-1-175,LB,LB,PY,PY,SI75,SI75,current,post_regen,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH5186-1-175,BH5186-1-175,LB,LB,PY,PY,SI75,SI75,current,current,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,-1
1st_Thin,BH5186-1-175,BH5186-1-175,LB,LB,PY,PY,SI75,SI75,current,current,T1-0-T2-0-F1-0-F2-0,T1-14-T2-0-F1-0-F2-0,-1
1st_Thin,BH5186-1-177,BH5186-1-177,LB,LB,PY,PY,SI80,SI80,current,current,T1-0-T2-0-F1-0-F2-0,T1-14-T2-0-F1-0-F2-0,-1
2nd_Thin,BH5186-1-177,BH5186-1-177,LB,LB,PY,PY,SI80,SI80,current,current,T1-0-T2-0-F1-0-F2-0,T1-14-T2-21-F1-0-F2-0,-1
Clearcut,BH5186-1-177,BH5186-1-177,LB,LB,PY,PY,SI80,SI80,current,post_regen,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH5186-1-177,BH5186-1-177,LB,LB,PY,PY,SI80,SI80,current,current,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,-1
32.31% clearcut,BH5186-1-179,BH5186-1-179,PH,PH,NN,NN,SI100,SI100,current,current,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,-1
Clearcut,BH5186-1-179,BH5186-1-179,PH,LB,NN,NN,SI100,SI100,current,post_regen,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
25.09% clearcut,BH5186-1-179,BH5186-1-179,PH,PH,NN,NN,SI100,SI100,current,current,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,-1
1st_Thin,BH5186-1-180,BH5186-1-180,LB,LB,PY,PY,SI80,SI80,current,current,T1-0-T2-0-F1-0-F2-0,T1-14-T2-0-F1-0-F2-0,-1
2nd_Thin,BH5186-1-180,BH5186-1-180,LB,LB,PY,PY,SI80,SI80,current,current,T1-0-T2-0-F1-0-F2-0,T1-14-T2-21-F1-0-F2-0,-1
Clearcut,BH5186-1-180,BH5186-1-180,LB,LB,PY,PY,SI80,SI80,current,post_regen,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH5186-1-180,BH5186-1-180,LB,LB,PY,PY,SI80,SI80,current,current,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,-1
1st_Thin,BH5186-1-181,BH5186-1-181,LB,LB,PY,PY,SI85,SI85,current,current,T1-0-T2-0-F1-0-F2-0,T1-14-T2-0-F1-0-F2-0,-1
2nd_Thin,BH5186-1-181,BH5186-1-181,LB,LB,PY,PY,SI85,SI85,current,current,T1-0-T2-0-F1-0-F2-0,T1-14-T2-20-F1-0-F2-0,-1
Clearcut,BH5186-1-181,BH5186-1-181,LB,LB,PY,PY,SI85,SI85,current,post_regen,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH5186-1-181,BH5186-1-181,LB,LB,PY,PY,SI85,SI85,current,current,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,-1
1st_Thin,BH5186-1-182,BH5186-1-182,LB,LB,PY,PY,SI80,SI80,current,current,T1-0-T2-0-F1-0-F2-0,T1-14-T2-0-F1-0-F2-0,-1
2nd_Thin,BH5186-1-182,BH5186-1-182,LB,LB,PY,PY,SI80,SI80,current,current,T1-0-T2-0-F1-0-F2-0,T1-14-T2-21-F1-0-F2-0,-1
Clearcut,BH5186-1-182,BH5186-1-182,LB,LB,PY,PY,SI80,SI80,current,post_regen,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH5186-1-182,BH5186-1-182,LB,LB,PY,PY,SI80,SI80,current,current,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,-1
1st_Thin,BH5186-1-184,BH5186-1-184,LB,LB,PY,PY,SI85,SI85,current,current,T1-0-T2-0-F1-0-F2-0,T1-14-T2-0-F1-0-F2-0,-1
2nd_Thin,BH5186-1-184,BH5186-1-184,LB,LB,PY,PY,SI85,SI85,current,current,T1-0-T2-0-F1-0-F2-0,T1-14-T2-20-F1-0-F2-0,-1
Clearcut,BH5186-1-184,BH5186-1-184,LB,LB,PY,PY,SI85,SI85,current,post_regen,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH5186-1-184,BH5186-1-184,LB,LB,PY,PY,SI85,SI85,current,current,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,-1
1st_Thin,BH5186-1-185,BH5186-1-185,LB,LB,PY,PY,SI85,SI85,current,current,T1-0-T2-0-F1-0-F2-0,T1-14-T2-0-F1-0-F2-0,-1
2nd_Thin,BH5186-1-185,BH5186-1-185,LB,LB,PY,PY,SI85,SI85,current,current,T1-0-T2-0-F1-0-F2-0,T1-14-T2-20-F1-0-F2-0,-1
Clearcut,BH5186-1-185,BH5186-1-185,LB,LB,PY,PY,SI85,SI85,current,post_regen,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH5186-1-185,BH5186-1-185,LB,LB,PY,PY,SI85,SI85,current,current,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,-1
1st_Thin,BH5186-1-186,BH5186-1-186,LB,LB,PY,PY,SI85,SI85,current,current,T1-0-T2-0-F1-0-F2-0,T1-14-T2-0-F1-0-F2-0,-1
2nd_Thin,BH5186-1-186,BH5186-1-186,LB,LB,PY,PY,SI85,SI85,current,current,T1-0-T2-0-F1-0-F2-0,T1-14-T2-20-F1-0-F2-0,-1
Clearcut,BH5186-1-186,BH5186-1-186,LB,LB,PY,PY,SI85,SI85,current,post_regen,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH5186-1-186,BH5186-1-186,LB,LB,PY,PY,SI85,SI85,current,current,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,-1
1st_Thin,BH5186-1-187,BH5186-1-187,LB,LB,PY,PY,SI85,SI85,current,current,T1-0-T2-0-F1-0-F2-0,T1-14-T2-0-F1-0-F2-0,-1
2nd_Thin,BH5186-1-187,BH5186-1-187,LB,LB,PY,PY,SI85,SI85,current,current,T1-0-T2-0-F1-0-F2-0,T1-14-T2-20-F1-0-F2-0,-1
Clearcut,BH5186-1-187,BH5186-1-187,LB,LB,PY,PY,SI85,SI85,current,post_regen,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH5186-1-187,BH5186-1-187,LB,LB,PY,PY,SI85,SI85,current,current,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,-1
Site_Prep,BH5186-1-397,BH5186-1-397,COLL,COLL,OY,OY,SI90,SI90,current,current,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,-1
1st_Thin,BH5186-1-397,BH5186-1-397,COLL,COLL,OY,OY,SI90,SI90,current,current,T1-0-T2-0-F1-0-F2-0,T1-14-T2-0-F1-0-F2-0,-1
2nd_Thin,BH5186-1-397,BH5186-1-397,COLL,COLL,OY,OY,SI90,SI90,current,current,T1-0-T2-0-F1-0-F2-0,T1-14-T2-19-F1-0-F2-0,-1
Clearcut,BH5186-1-397,BH5186-1-397,COLL,LL,OY,OY,SI90,SI90,current,post_regen,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Clearcut,BH5222-1-188,BH5222-1-188,LB,LB,PY,PY,SI85,SI85,current,post_regen,T1-15-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH5222-1-188,BH5222-1-188,LB,LB,PY,PY,SI85,SI85,current,current,T1-15-T2-0-F1-0-F2-0,T1-15-T2-0-F1-0-F2-0,-1
1st_Thin,BH5222-1-188,BH5222-1-188,LB,LB,PY,PY,SI85,SI85,current,current,T1-15-T2-0-F1-0-F2-0,T1-14-T2-0-F1-0-F2-0,-1
2nd_Thin,BH5222-1-188,BH5222-1-188,LB,LB,PY,PY,SI85,SI85,current,current,T1-15-T2-0-F1-0-F2-0,T1-14-T2-21-F1-0-F2-0,-1
2nd_Thin,BH5222-1-190,BH5222-1-190,LB,LB,PY,PY,SI85,SI85,current,current,T1-15-T2-0-F1-0-F2-0,T1-15-T2-21-F1-0-F2-0,-1
Clearcut,BH5222-1-190,BH5222-1-190,LB,LB,PY,PY,SI85,SI85,current,post_regen,T1-15-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH5222-1-190,BH5222-1-190,LB,LB,PY,PY,SI85,SI85,current,current,T1-15-T2-0-F1-0-F2-0,T1-15-T2-0-F1-0-F2-0,-1
1st_Thin,BH5222-1-190,BH5222-1-190,LB,LB,PY,PY,SI85,SI85,current,current,T1-15-T2-0-F1-0-F2-0,T1-14-T2-0-F1-0-F2-0,-1
Clearcut,BH5222-1-378,BH5222-1-378,LB,LB,PY,PY,SI75,SI75,current,post_regen,T1-15-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH5222-1-378,BH5222-1-378,LB,LB,PY,PY,SI75,SI75,current,current,T1-15-T2-0-F1-0-F2-0,T1-15-T2-0-F1-0-F2-0,-1
1st_Thin,BH5222-1-378,BH5222-1-378,LB,LB,PY,PY,SI75,SI75,current,current,T1-15-T2-0-F1-0-F2-0,T1-14-T2-0-F1-0-F2-0,-1
2nd_Thin,BH5222-1-378,BH5222-1-378,LB,LB,PY,PY,SI75,SI75,current,current,T1-15-T2-0-F1-0-F2-0,T1-14-T2-21-F1-0-F2-0,-1
Clearcut,BH5591-1-192,BH5591-1-192,LB,LB,PY,PY,SI85,SI85,current,post_regen,T1-15-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH5591-1-192,BH5591-1-192,LB,LB,PY,PY,SI85,SI85,current,current,T1-15-T2-0-F1-0-F2-0,T1-15-T2-0-F1-0-F2-0,-1
1st_Thin,BH5591-1-192,BH5591-1-192,LB,LB,PY,PY,SI85,SI85,current,current,T1-15-T2-0-F1-0-F2-0,T1-14-T2-0-F1-0-F2-0,-1
2nd_Thin,BH5591-1-192,BH5591-1-192,LB,LB,PY,PY,SI85,SI85,current,current,T1-15-T2-0-F1-0-F2-0,T1-14-T2-21-F1-0-F2-0,-1
1st_Thin,BH5660-1-164,BH5660-1-164,LB,LB,PY,PY,SI65,SI65,current,current,T1-0-T2-0-F1-0-F2-0,T1-14-T2-0-F1-0-F2-0,-1
2nd_Thin,BH5660-1-164,BH5660-1-164,LB,LB,PY,PY,SI65,SI65,current,current,T1-0-T2-0-F1-0-F2-0,T1-14-T2-20-F1-0-F2-0,-1
Clearcut,BH5660-1-164,BH5660-1-164,LB,LB,PY,PY,SI65,SI65,current,post_regen,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH5660-1-164,BH5660-1-164,LB,LB,PY,PY,SI65,SI65,current,current,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,-1
2nd_Thin,BH5660-1-166,BH5660-1-166,LB,LB,PY,PY,SI90,SI90,current,current,T1-12-T2-0-F1-0-F2-0,T1-12-T2-20-F1-0-F2-0,-1
Clearcut,BH5660-1-166,BH5660-1-166,LB,LB,PY,PY,SI90,SI90,current,post_regen,T1-12-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH5660-1-166,BH5660-1-166,LB,LB,PY,PY,SI90,SI90,current,current,T1-12-T2-0-F1-0-F2-0,T1-12-T2-0-F1-0-F2-0,-1
1st_Thin,BH5660-1-166,BH5660-1-166,LB,LB,PY,PY,SI90,SI90,current,current,T1-12-T2-0-F1-0-F2-0,T1-14-T2-0-F1-0-F2-0,-1
