disturbance_type,src_stand_key,tgt_stand_key,src_species,tgt_species,src_origin,tgt_origin,src_si_class,tgt_si_class,src_growth_period,tgt_growth_period,src_mgmt_trajectory,tgt_mgmt_trajectory,reset_age
2nd_Thin,BH5660-1-168,BH5660-1-168,LB,LB,PY,PY,SI90,SI90,current,current,T1-12-T2-0-F1-0-F2-0,T1-12-T2-20-F1-0-F2-0,-1
Clearcut,BH5660-1-168,BH5660-1-168,LB,LB,PY,PY,SI90,SI90,current,post_regen,T1-12-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH5660-1-168,BH5660-1-168,LB,LB,PY,PY,SI90,SI90,current,current,T1-12-T2-0-F1-0-F2-0,T1-12-T2-0-F1-0-F2-0,-1
1st_Thin,BH5660-1-168,BH5660-1-168,LB,LB,PY,PY,SI90,SI90,current,current,T1-12-T2-0-F1-0-F2-0,T1-14-T2-0-F1-0-F2-0,-1
Clearcut,BH5660-1-169,BH5660-1-169,LB,LB,PY,PY,SI80,SI80,current,post_regen,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH5660-1-169,BH5660-1-169,LB,LB,PY,PY,SI80,SI80,current,current,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,-1
1st_Thin,BH5660-1-169,BH5660-1-169,LB,LB,PY,PY,SI80,SI80,current,current,T1-0-T2-0-F1-0-F2-0,T1-14-T2-0-F1-0-F2-0,-1
2nd_Thin,BH5660-1-169,BH5660-1-169,LB,LB,PY,PY,SI80,SI80,current,current,T1-0-T2-0-F1-0-F2-0,T1-14-T2-20-F1-0-F2-0,-1
2nd_Thin,BH5660-1-170,BH5660-1-170,LB,LB,PY,PY,SI90,SI90,current,current,T1-12-T2-0-F1-0-F2-0,T1-12-T2-20-F1-0-F2-0,-1
Clearcut,BH5660-1-170,BH5660-1-170,LB,LB,PY,PY,SI90,SI90,current,post_regen,T1-12-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH5660-1-170,BH5660-1-170,LB,LB,PY,PY,SI90,SI90,current,current,T1-12-T2-0-F1-0-F2-0,T1-12-T2-0-F1-0-F2-0,-1
1st_Thin,BH5660-1-170,BH5660-1-170,LB,LB,PY,PY,SI90,SI90,current,current,T1-12-T2-0-F1-0-F2-0,T1-14-T2-0-F1-0-F2-0,-1
1st_Thin,BH5660-1-171,BH5660-1-171,LB,LB,PY,PY,SI90,SI90,current,current,T1-0-T2-0-F1-0-F2-0,T1-15-T2-0-F1-0-F2-0,-1
2nd_Thin,BH5660-1-171,BH5660-1-171,LB,LB,PY,PY,SI90,SI90,current,current,T1-0-T2-0-F1-0-F2-0,T1-15-T2-21-F1-16-F2-0,-1
Clearcut,BH5660-1-171,BH5660-1-171,LB,LB,PY,PY,SI90,SI90,current,post_regen,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH5660-1-171,BH5660-1-171,LB,LB,PY,PY,SI90,SI90,current,current,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,-1
2nd_Thin,BH5660-1-173,BH5660-1-173,LB,LB,PY,PY,SI90,SI90,current,current,T1-12-T2-0-F1-0-F2-0,T1-12-T2-20-F1-0-F2-0,-1
Clearcut,BH5660-1-173,BH5660-1-173,LB,LB,PY,PY,SI90,SI90,current,post_regen,T1-12-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH5660-1-173,BH5660-1-173,LB,LB,PY,PY,SI90,SI90,current,current,T1-12-T2-0-F1-0-F2-0,T1-12-T2-0-F1-0-F2-0,-1
1st_Thin,BH5660-1-173,BH5660-1-173,LB,LB,PY,PY,SI90,SI90,current,current,T1-12-T2-0-F1-0-F2-0,T1-14-T2-0-F1-0-F2-0,-1
1st_Thin,BH5660-1-193,BH5660-1-193,LB,LB,PY,PY,SI65,SI65,current,current,T1-0-T2-0-F1-0-F2-0,T1-14-T2-0-F1-0-F2-0,-1
2nd_Thin,BH5660-1-193,BH5660-1-193,LB,LB,PY,PY,SI65,SI65,current,current,T1-0-T2-0-F1-0-F2-0,T1-14-T2-20-F1-0-F2-0,-1
Clearcut,BH5660-1-193,BH5660-1-193,LB,LB,PY,PY,SI65,SI65,current,post_regen,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH5660-1-193,BH5660-1-193,LB,LB,PY,PY,SI65,SI65,current,current,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,-1
1st_Thin,BH5660-1-194,BH5660-1-194,LB,LB,PY,PY,SI65,SI65,current,current,T1-0-T2-0-F1-0-F2-0,T1-14-T2-0-F1-0-F2-0,-1
2nd_Thin,BH5660-1-194,BH5660-1-194,LB,LB,PY,PY,SI65,SI65,current,current,T1-0-T2-0-F1-0-F2-0,T1-14-T2-20-F1-0-F2-0,-1
Clearcut,BH5660-1-194,BH5660-1-194,LB,LB,PY,PY,SI65,SI65,current,post_regen,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH5660-1-194,BH5660-1-194,LB,LB,PY,PY,SI65,SI65,current,current,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,-1
Clearcut,BH5660-1-196,BH5660-1-196,PH,LB,NN,NN,SI65,SI65,current,post_regen,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Clearcut,BH5660-1-198,BH5660-1-198,LB,LB,PY,PY,SI90,SI90,current,post_regen,T1-12-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH5660-1-198,BH5660-1-198,LB,LB,PY,PY,SI90,SI90,current,current,T1-12-T2-0-F1-0-F2-0,T1-12-T2-0-F1-0-F2-0,-1
1st_Thin,BH5660-1-198,BH5660-1-198,LB,LB,PY,PY,SI90,SI90,current,current,T1-12-T2-0-F1-0-F2-0,T1-14-T2-0-F1-0-F2-0,-1
2nd_Thin,BH5660-1-198,BH5660-1-198,LB,LB,PY,PY,SI90,SI90,current,current,T1-12-T2-0-F1-0-F2-0,T1-14-T2-21-F1-0-F2-0,-1
Clearcut,BH5660-1-199,BH5660-1-199,LB,LB,PY,PY,SI90,SI90,current,post_regen,T1-12-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH5660-1-199,BH5660-1-199,LB,LB,PY,PY,SI90,SI90,current,current,T1-12-T2-0-F1-0-F2-0,T1-12-T2-0-F1-0-F2-0,-1
1st_Thin,BH5660-1-199,BH5660-1-199,LB,LB,PY,PY,SI90,SI90,current,current,T1-12-T2-0-F1-0-F2-0,T1-14-T2-0-F1-0-F2-0,-1
2nd_Thin,BH5660-1-199,BH5660-1-199,LB,LB,PY,PY,SI90,SI90,current,current,T1-12-T2-0-F1-0-F2-0,T1-14-T2-21-F1-0-F2-0,-1
Clearcut,BH5660-1-201,BH5660-1-201,LB,LB,PY,PY,SI85,SI85,current,post_regen,T1-12-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH5660-1-201,BH5660-1-201,LB,LB,PY,PY,SI85,SI85,current,current,T1-12-T2-0-F1-0-F2-0,T1-12-T2-0-F1-0-F2-0,-1
1st_Thin,BH5660-1-201,BH5660-1-201,LB,LB,PY,PY,SI85,SI85,current,current,T1-12-T2-0-F1-0-F2-0,T1-14-T2-0-F1-0-F2-0,-1
2nd_Thin,BH5660-1-201,BH5660-1-201,LB,LB,PY,PY,SI85,SI85,current,current,T1-12-T2-0-F1-0-F2-0,T1-14-T2-21-F1-0-F2-0,-1
Clearcut,BH6112-1-202,BH6112-1-202,LB,LB,PY,PY,SI70,SI70,current,post_regen,T1-12-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH6112-1-202,BH6112-1-202,LB,LB,PY,PY,SI70,SI70,current,current,T1-12-T2-0-F1-0-F2-0,T1-12-T2-0-F1-0-F2-0,-1
1st_Thin,BH6112-1-202,BH6112-1-202,LB,LB,PY,PY,SI70,SI70,current,current,T1-12-T2-0-F1-0-F2-0,T1-14-T2-0-F1-0-F2-0,-1
1st_Thin,BH6112-1-206,BH6112-1-206,LB,LB,PY,PY,SI75,SI75,current,current,T1-0-T2-0-F1-0-F2-0,T1-14-T2-0-F1-0-F2-0,-1
2nd_Thin,BH6112-1-206,BH6112-1-206,LB,LB,PY,PY,SI75,SI75,current,current,T1-0-T2-0-F1-0-F2-0,T1-14-T2-20-F1-0-F2-0,-1
Clearcut,BH6112-1-206,BH6112-1-206,LB,LB,PY,PY,SI75,SI75,current,post_regen,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH6112-1-206,BH6112-1-206,LB,LB,PY,PY,SI75,SI75,current,current,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,-1
2nd_Thin,BH6112-1-207,BH6112-1-207,LB,LB,PY,PY,SI80,SI80,current,current,T1-10-T2-0-F1-10-F2-0,T1-10-T2-20-F1-10-F2-0,-1
Clearcut,BH6112-1-207,BH6112-1-207,LB,LB,PY,PY,SI80,SI80,current,post_regen,T1-10-T2-0-F1-10-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH6112-1-207,BH6112-1-207,LB,LB,PY,PY,SI80,SI80,current,current,T1-10-T2-0-F1-10-F2-0,T1-10-T2-0-F1-10-F2-0,-1
1st_Thin,BH6112-1-207,BH6112-1-207,LB,LB,PY,PY,SI80,SI80,current,current,T1-10-T2-0-F1-10-F2-0,T1-14-T2-0-F1-0-F2-0,-1
Clearcut,BH6112-1-210,BH6112-1-210,LB,LB,PY,PY,SI85,SI85,current,post_regen,T1-19-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH6112-1-210,BH6112-1-210,LB,LB,PY,PY,SI85,SI85,current,current,T1-19-T2-0-F1-0-F2-0,T1-19-T2-0-F1-0-F2-0,-1
1st_Thin,BH6112-1-210,BH6112-1-210,LB,LB,PY,PY,SI85,SI85,current,current,T1-19-T2-0-F1-0-F2-0,T1-14-T2-0-F1-0-F2-0,-1
2nd_Thin,BH6112-1-210,BH6112-1-210,LB,LB,PY,PY,SI85,SI85,current,current,T1-19-T2-0-F1-0-F2-0,T1-14-T2-20-F1-0-F2-0,-1
Clearcut,BH6112-1-211,BH6112-1-211,LB,LB,PY,PY,SI60,SI60,current,post_regen,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH6112-1-211,BH6112-1-211,LB,LB,PY,PY,SI60,SI60,current,current,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,-1
1st_Thin,BH6112-1-211,BH6112-1-211,LB,LB,PY,PY,SI60,SI60,current,current,T1-0-T2-0-F1-0-F2-0,T1-14-T2-0-F1-0-F2-0,-1
2nd_Thin,BH6112-1-213,BH6112-1-213,LB,LB,PY,PY,SI70,SI70,current,current,T1-12-T2-0-F1-0-F2-0,T1-12-T2-20-F1-0-F2-0,-1
Clearcut,BH6112-1-213,BH6112-1-213,LB,LB,PY,PY,SI70,SI70,current,post_regen,T1-12-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH6112-1-213,BH6112-1-213,LB,LB,PY,PY,SI70,SI70,current,current,T1-12-T2-0-F1-0-F2-0,T1-12-T2-0-F1-0-F2-0,-1
1st_Thin,BH6112-1-213,BH6112-1-213,LB,LB,PY,PY,SI70,SI70,current,current,T1-12-T2-0-F1-0-F2-0,T1-14-T2-0-F1-0-F2-0,-1
Clearcut,BH6112-1-215,BH6112-1-215,LB,LB,PY,PY,SI60,SI60,current,post_regen,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH6112-1-215,BH6112-1-215,LB,LB,PY,PY,SI60,SI60,current,current,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,-1
1st_Thin,BH6112-1-215,BH6112-1-215,LB,LB,PY,PY,SI60,SI60,current,current,T1-0-T2-0-F1-0-F2-0,T1-14-T2-0-F1-0-F2-0,-1
2nd_Thin,BH6112-1-216,BH6112-1-216,LB,LB,PY,PY,SI90,SI90,current,current,T1-13-T2-0-F1-0-F2-0,T1-13-T2-21-F1-0-F2-0,-1
Clearcut,BH6112-1-216,BH6112-1-216,LB,LB,PY,PY,SI90,SI90,current,post_regen,T1-13-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH6112-1-216,BH6112-1-216,LB,LB,PY,PY,SI90,SI90,current,current,T1-13-T2-0-F1-0-F2-0,T1-13-T2-0-F1-0-F2-0,-1
1st_Thin,BH6112-1-216,BH6112-1-216,LB,LB,PY,PY,SI90,SI90,current,current,T1-13-T2-0-F1-0-F2-0,T1-14-T2-0-F1-0-F2-0,-1
1st_Thin,BH6112-1-218,BH6112-1-218,LB,LB,PY,PY,SI90,SI90,current,current,T1-0-T2-0-F1-0-F2-0,T1-15-T2-0-F1-0-F2-0,-1
Clearcut,BH6112-1-218,BH6112-1-218,LB,LB,PY,PY,SI90,SI90,current,post_regen,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH6112-1-218,BH6112-1-218,LB,LB,PY,PY,SI90,SI90,current,current,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,-1
2nd_Thin,BH6112-1-218,BH6112-1-218,LB,LB,PY,PY,SI90,SI90,current,current,T1-0-T2-0-F1-0-F2-0,T1-14-T2-21-F1-0-F2-0,-1
1st_Thin,BH6112-1-219,BH6112-1-219,LB,LB,PY,PY,SI70,SI70,current,current,T1-0-T2-0-F1-0-F2-0,T1-14-T2-0-F1-0-F2-0,-1
2nd_Thin,BH6112-1-219,BH6112-1-219,LB,LB,PY,PY,SI70,SI70,current,current,T1-0-T2-0-F1-0-F2-0,T1-14-T2-21-F1-0-F2-0,-1
Clearcut,BH6112-1-219,BH6112-1-219,LB,LB,PY,PY,SI70,SI70,current,post_regen,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH6112-1-219,BH6112-1-219,LB,LB,PY,PY,SI70,SI70,current,current,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,-1
1st_Thin,BH6112-1-222,BH6112-1-222,LB,LB,PY,PY,SI80,SI80,current,current,T1-0-T2-0-F1-0-F2-0,T1-14-T2-0-F1-0-F2-0,-1
Clearcut,BH6112-1-222,BH6112-1-222,LB,LB,PY,PY,SI80,SI80,current,post_regen,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH6112-1-222,BH6112-1-222,LB,LB,PY,PY,SI80,SI80,current,current,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,-1
2nd_Thin,BH6112-1-222,BH6112-1-222,LB,LB,PY,PY,SI80,SI80,current,current,T1-0-T2-0-F1-0-F2-0,T1-14-T2-20-F1-0-F2-0,-1
Clearcut,BH6112-1-224,BH6112-1-224,LB,LB,PY,PY,SI60,SI60,current,post_regen,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH6112-1-224,BH6112-1-224,LB,LB,PY,PY,SI60,SI60,current,current,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,-1
1st_Thin,BH6112-1-224,BH6112-1-224,LB,LB,PY,PY,SI60,SI60,current,current,T1-0-T2-0-F1-0-F2-0,T1-14-T2-0-F1-0-F2-0,-1
Clearcut,BH6112-1-225,BH6112-1-225,LB,LB,PY,PY,SI80,SI80,current,post_regen,T1-19-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH6112-1-225,BH6112-1-225,LB,LB,PY,PY,SI80,SI80,current,current,T1-19-T2-0-F1-0-F2-0,T1-19-T2-0-F1-0-F2-0,-1
1st_Thin,BH6112-1-225,BH6112-1-225,LB,LB,PY,PY,SI80,SI80,current,current,T1-19-T2-0-F1-0-F2-0,T1-14-T2-0-F1-0-F2-0,-1
2nd_Thin,BH6112-1-225,BH6112-1-225,LB,LB,PY,PY,SI80,SI80,current,current,T1-19-T2-0-F1-0-F2-0,T1-14-T2-21-F1-0-F2-0,-1
Clearcut,BH6112-1-228,BH6112-1-228,LB,LB,PY,PY,SI80,SI80,current,post_regen,T1-19-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH6112-1-228,BH6112-1-228,LB,LB,PY,PY,SI80,SI80,current,current,T1-19-T2-0-F1-0-F2-0,T1-19-T2-0-F1-0-F2-0,-1
1st_Thin,BH6112-1-228,BH6112-1-228,LB,LB,PY,PY,SI80,SI80,current,current,T1-19-T2-0-F1-0-F2-0,T1-14-T2-0-F1-0-F2-0,-1
2nd_Thin,BH6112-1-228,BH6112-1-228,LB,LB,PY,PY,SI80,SI80,current,current,T1-19-T2-0-F1-0-F2-0,T1-14-T2-20-F1-0-F2-0,-1
1st_Thin,BH6112-1-231,BH6112-1-231,LB,LB,PY,PY,SI75,SI75,current,current,T1-0-T2-0-F1-0-F2-0,T1-17-T2-0-F1-0-F2-0,-1
Clearcut,BH6112-1-231,BH6112-1-231,LB,LB,PY,PY,SI75,SI75,current,post_regen,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH6112-1-231,BH6112-1-231,LB,LB,PY,PY,SI75,SI75,current,current,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,-1
Clearcut,BH6112-1-232,BH6112-1-232,LB,LB,PY,PY,SI80,SI80,current,post_regen,T1-15-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH6112-1-232,BH6112-1-232,LB,LB,PY,PY,SI80,SI80,current,current,T1-15-T2-0-F1-0-F2-0,T1-15-T2-0-F1-0-F2-0,-1
1st_Thin,BH6112-1-232,BH6112-1-232,LB,LB,PY,PY,SI80,SI80,current,current,T1-15-T2-0-F1-0-F2-0,T1-14-T2-0-F1-0-F2-0,-1
2nd_Thin,BH6112-1-232,BH6112-1-232,LB,LB,PY,PY,SI80,SI80,current,current,T1-15-T2-0-F1-0-F2-0,T1-14-T2-21-F1-0-F2-0,-1
1st_Thin,BH6112-1-235,BH6112-1-235,LB,LB,PY,PY,SI80,SI80,current,current,T1-0-T2-0-F1-0-F2-0,T1-14-T2-0-F1-0-F2-0,-1
Clearcut,BH6112-1-235,BH6112-1-235,LB,LB,PY,PY,SI80,SI80,current,post_regen,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH6112-1-235,BH6112-1-235,LB,LB,PY,PY,SI80,SI80,current,current,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,-1
2nd_Thin,BH6112-1-235,BH6112-1-235,LB,LB,PY,PY,SI80,SI80,current,current,T1-0-T2-0-F1-0-F2-0,T1-14-T2-21-F1-0-F2-0,-1
Clearcut,BH6112-1-238,BH6112-1-238,SL,SL,PY,PY,SI60,SI60,current,post_regen,T1-21-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH6112-1-238,BH6112-1-238,SL,SL,PY,PY,SI60,SI60,current,current,T1-21-T2-0-F1-0-F2-0,T1-21-T2-0-F1-0-F2-0,-1
1st_Thin,BH6112-1-238,BH6112-1-238,SL,SL,PY,PY,SI60,SI60,current,current,T1-21-T2-0-F1-0-F2-0,T1-14-T2-0-F1-0-F2-0,-1
1st_Thin,BH6112-1-239,BH6112-1-239,LB,LB,PY,PY,SI90,SI90,current,current,T1-0-T2-0-F1-0-F2-0,T1-16-T2-0-F1-0-F2-0,-1
Clearcut,BH6112-1-239,BH6112-1-239,LB,LB,PY,PY,SI90,SI90,current,post_regen,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH6112-1-239,BH6112-1-239,LB,LB,PY,PY,SI90,SI90,current,current,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,-1
2nd_Thin,BH6112-1-239,BH6112-1-239,LB,LB,PY,PY,SI90,SI90,current,current,T1-0-T2-0-F1-0-F2-0,T1-14-T2-21-F1-0-F2-0,-1
Clearcut,BH6112-1-242,BH6112-1-242,LB,LB,PY,PY,SI90,SI90,current,post_regen,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH6112-1-242,BH6112-1-242,LB,LB,PY,PY,SI90,SI90,current,current,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,-1
1st_Thin,BH6112-1-242,BH6112-1-242,LB,LB,PY,PY,SI90,SI90,current,current,T1-0-T2-0-F1-0-F2-0,T1-14-T2-0-F1-0-F2-0,-1
2nd_Thin,BH6112-1-242,BH6112-1-242,LB,LB,PY,PY,SI90,SI90,current,current,T1-0-T2-0-F1-0-F2-0,T1-14-T2-21-F1-0-F2-0,-1
2nd_Thin,BH6112-1-243,BH6112-1-243,LB,LB,PY,PY,SI90,SI90,current,current,T1-13-T2-0-F1-0-F2-0,T1-13-T2-21-F1-0-F2-0,-1
Clearcut,BH6112-1-243,BH6112-1-243,LB,LB,PY,PY,SI90,SI90,current,post_regen,T1-13-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH6112-1-243,BH6112-1-243,LB,LB,PY,PY,SI90,SI90,current,current,T1-13-T2-0-F1-0-F2-0,T1-13-T2-0-F1-0-F2-0,-1
1st_Thin,BH6112-1-243,BH6112-1-243,LB,LB,PY,PY,SI90,SI90,current,current,T1-13-T2-0-F1-0-F2-0,T1-14-T2-0-F1-0-F2-0,-1
Clearcut,BH6112-1-244,BH6112-1-244,LB,LB,PY,PY,SI70,SI70,current,post_regen,T1-15-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH6112-1-244,BH6112-1-244,LB,LB,PY,PY,SI70,SI70,current,current,T1-15-T2-0-F1-0-F2-0,T1-15-T2-0-F1-0-F2-0,-1
1st_Thin,BH6112-1-244,BH6112-1-244,LB,LB,PY,PY,SI70,SI70,current,current,T1-15-T2-0-F1-0-F2-0,T1-14-T2-0-F1-0-F2-0,-1
Clearcut,BH6112-1-246,BH6112-1-246,LB,LB,PY,PY,SI85,SI85,current,post_regen,T1-14-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH6112-1-246,BH6112-1-246,LB,LB,PY,PY,SI85,SI85,current,current,T1-14-T2-0-F1-0-F2-0,T1-14-T2-0-F1-0-F2-0,-1
1st_Thin,BH6112-1-246,BH6112-1-246,LB,LB,PY,PY,SI85,SI85,current,current,T1-14-T2-0-F1-0-F2-0,T1-14-T2-0-F1-0-F2-0,-1
2nd_Thin,BH6112-1-246,BH6112-1-246,LB,LB,PY,PY,SI85,SI85,current,current,T1-14-T2-0-F1-0-F2-0,T1-14-T2-21-F1-0-F2-0,-1
2nd_Thin,BH6112-1-248,BH6112-1-248,LB,LB,PY,PY,SI65,SI65,current,current,T1-13-T2-0-F1-0-F2-0,T1-13-T2-21-F1-0-F2-0,-1
Clearcut,BH6112-1-248,BH6112-1-248,LB,LB,PY,PY,SI65,SI65,current,post_regen,T1-13-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH6112-1-248,BH6112-1-248,LB,LB,PY,PY,SI65,SI65,current,current,T1-13-T2-0-F1-0-F2-0,T1-13-T2-0-F1-0-F2-0,-1
1st_Thin,BH6112-1-248,BH6112-1-248,LB,LB,PY,PY,SI65,SI65,current,current,T1-13-T2-0-F1-0-F2-0,T1-14-T2-0-F1-0-F2-0,-1
1st_Thin,BH6112-1-249,BH6112-1-249,LB,LB,PY,PY,SI75,SI75,current,current,T1-0-T2-0-F1-0-F2-0,T1-14-T2-0-F1-0-F2-0,-1
Clearcut,BH6112-1-249,BH6112-1-249,LB,LB,PY,PY,SI75,SI75,current,post_regen,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH6112-1-249,BH6112-1-249,LB,LB,PY,PY,SI75,SI75,current,current,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,-1
2nd_Thin,BH6112-1-249,BH6112-1-249,LB,LB,PY,PY,SI75,SI75,current,current,T1-0-T2-0-F1-0-F2-0,T1-14-T2-21-F1-0-F2-0,-1
1st_Thin,BH6112-1-251,BH6112-1-251,LB,LB,PY,PY,SI65,SI65,current,current,T1-0-T2-0-F1-0-F2-0,T1-14-T2-0-F1-0-F2-0,-1
2nd_Thin,BH6112-1-251,BH6112-1-251,LB,LB,PY,PY,SI65,SI65,current,current,T1-0-T2-0-F1-0-F2-0,T1-14-T2-21-F1-0-F2-0,-1
