disturbance_type,src_stand_key,tgt_stand_key,src_species,tgt_species,src_origin,tgt_origin,src_si_class,tgt_si_class,src_growth_period,tgt_growth_period,src_mgmt_trajectory,tgt_mgmt_trajectory,reset_age
2nd_Thin,BH6125-1-285,BH6125-1-285,LB,LB,PY,PY,SI75,SI75,current,current,T1-0-T2-0-F1-0-F2-0,T1-14-T2-21-F1-0-F2-0,-1
Clearcut,BH6125-1-286,BH6125-1-286,LL,LL,PY,PY,SI65,SI65,current,post_regen,T1-31-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH6125-1-286,BH6125-1-286,LL,LL,PY,PY,SI65,SI65,current,current,T1-31-T2-0-F1-0-F2-0,T1-31-T2-0-F1-0-F2-0,-1
1st_Thin,BH6125-1-286,BH6125-1-286,LL,LL,PY,PY,SI65,SI65,current,current,T1-31-T2-0-F1-0-F2-0,T1-14-T2-0-F1-0-F2-0,-1
Clearcut,BH6125-1-287,BH6125-1-287,LL,LL,PY,PY,SI65,SI65,current,post_regen,T1-32-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH6125-1-287,BH6125-1-287,LL,LL,PY,PY,SI65,SI65,current,current,T1-32-T2-0-F1-0-F2-0,T1-32-T2-0-F1-0-F2-0,-1
1st_Thin,BH6125-1-287,BH6125-1-287,LL,LL,PY,PY,SI65,SI65,current,current,T1-32-T2-0-F1-0-F2-0,T1-14-T2-0-F1-0-F2-0,-1
1st_Thin,BH6125-1-289,BH6125-1-289,LB,LB,PY,PY,SI60,SI60,current,current,T1-0-T2-0-F1-0-F2-0,T1-14-T2-0-F1-0-F2-0,-1
2nd_Thin,BH6125-1-289,BH6125-1-289,LB,LB,PY,PY,SI60,SI60,current,current,T1-0-T2-0-F1-0-F2-0,T1-14-T2-20-F1-0-F2-0,-1
Clearcut,BH6125-1-289,BH6125-1-289,LB,LB,PY,PY,SI60,SI60,current,post_regen,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH6125-1-289,BH6125-1-289,LB,LB,PY,PY,SI60,SI60,current,current,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,-1
Clearcut,BH6125-1-291,BH6125-1-291,PH,LB,NY,NY,SI55,SI55,current,post_regen,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
22.89% clearcut,BH6125-1-291,BH6125-1-291,PH,PH,NY,NY,SI55,SI55,current,current,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,-1
Clearcut,BH6125-1-292,BH6125-1-292,LB,LB,PY,PY,SI90,SI90,current,post_regen,T1-16-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH6125-1-292,BH6125-1-292,LB,LB,PY,PY,SI90,SI90,current,current,T1-16-T2-0-F1-0-F2-0,T1-16-T2-0-F1-0-F2-0,-1
1st_Thin,BH6125-1-292,BH6125-1-292,LB,LB,PY,PY,SI90,SI90,current,current,T1-16-T2-0-F1-0-F2-0,T1-14-T2-0-F1-0-F2-0,-1
2nd_Thin,BH6125-1-292,BH6125-1-292,LB,LB,PY,PY,SI90,SI90,current,current,T1-16-T2-0-F1-0-F2-0,T1-14-T2-21-F1-0-F2-0,-1
Clearcut,BH6125-1-293,BH6125-1-293,LL,LL,PY,PY,SI60,SI60,current,post_regen,T1-31-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH6125-1-293,BH6125-1-293,LL,LL,PY,PY,SI60,SI60,current,current,T1-31-T2-0-F1-0-F2-0,T1-31-T2-0-F1-0-F2-0,-1
1st_Thin,BH6125-1-293,BH6125-1-293,LL,LL,PY,PY,SI60,SI60,current,current,T1-31-T2-0-F1-0-F2-0,T1-14-T2-0-F1-0-F2-0,-1
2nd_Thin,BH6125-1-294,BH6125-1-294,LB,LB,PY,PY,SI90,SI90,current,current,T1-12-T2-0-F1-0-F2-0,T1-12-T2-21-F1-0-F2-0,-1
Clearcut,BH6125-1-294,BH6125-1-294,LB,LB,PY,PY,SI90,SI90,current,post_regen,T1-12-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH6125-1-294,BH6125-1-294,LB,LB,PY,PY,SI90,SI90,current,current,T1-12-T2-0-F1-0-F2-0,T1-12-T2-0-F1-0-F2-0,-1
1st_Thin,BH6125-1-294,BH6125-1-294,LB,LB,PY,PY,SI90,SI90,current,current,T1-12-T2-0-F1-0-F2-0,T1-14-T2-0-F1-0-F2-0,-1
Clearcut,BH6125-1-297,BH6125-1-297,LL,LL,PY,PY,SI60,SI60,current,post_regen,T1-31-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH6125-1-297,BH6125-1-297,LL,LL,PY,PY,SI60,SI60,current,current,T1-31-T2-0-F1-0-F2-0,T1-31-T2-0-F1-0-F2-0,-1
1st_Thin,BH6125-1-297,BH6125-1-297,LL,LL,PY,PY,SI60,SI60,current,current,T1-31-T2-0-F1-0-F2-0,T1-14-T2-0-F1-0-F2-0,-1
Clearcut,BH6125-1-298,BH6125-1-298,LB,LB,PY,PY,SI70,SI70,current,post_regen,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH6125-1-298,BH6125-1-298,LB,LB,PY,PY,SI70,SI70,current,current,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,-1
1st_Thin,BH6125-1-298,BH6125-1-298,LB,LB,PY,PY,SI70,SI70,current,current,T1-0-T2-0-F1-0-F2-0,T1-14-T2-0-F1-0-F2-0,-1
1st_Thin,BH6125-1-304,BH6125-1-304,LB,LB,PY,PY,SI80,SI80,current,current,T1-0-T2-0-F1-0-F2-0,T1-14-T2-0-F1-0-F2-0,-1
2nd_Thin,BH6125-1-304,BH6125-1-304,LB,LB,PY,PY,SI80,SI80,current,current,T1-0-T2-0-F1-0-F2-0,T1-14-T2-20-F1-0-F2-0,-1
Clearcut,BH6125-1-304,BH6125-1-304,LB,LB,PY,PY,SI80,SI80,current,post_regen,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH6125-1-304,BH6125-1-304,LB,LB,PY,PY,SI80,SI80,current,current,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,-1
1st_Thin,BH6125-1-305,BH6125-1-305,LB,LB,PY,PY,SI80,SI80,current,current,T1-0-T2-0-F1-0-F2-0,T1-14-T2-0-F1-0-F2-0,-1
2nd_Thin,BH6125-1-305,BH6125-1-305,LB,LB,PY,PY,SI80,SI80,current,current,T1-0-T2-0-F1-0-F2-0,T1-14-T2-20-F1-0-F2-0,-1
Clearcut,BH6125-1-305,BH6125-1-305,LB,LB,PY,PY,SI80,SI80,current,post_regen,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH6125-1-305,BH6125-1-305,LB,LB,PY,PY,SI80,SI80,current,current,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,-1
Clearcut,BH6125-1-307,BH6125-1-307,LB,LB,PY,PY,SI80,SI80,current,post_regen,T1-13-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH6125-1-307,BH6125-1-307,LB,LB,PY,PY,SI80,SI80,current,current,T1-13-T2-0-F1-0-F2-0,T1-13-T2-0-F1-0-F2-0,-1
1st_Thin,BH6125-1-307,BH6125-1-307,LB,LB,PY,PY,SI80,SI80,current,current,T1-13-T2-0-F1-0-F2-0,T1-14-T2-0-F1-0-F2-0,-1
2nd_Thin,BH6125-1-307,BH6125-1-307,LB,LB,PY,PY,SI80,SI80,current,current,T1-13-T2-0-F1-0-F2-0,T1-14-T2-21-F1-0-F2-0,-1
Clearcut,BH6125-1-311,BH6125-1-311,LB,LB,PY,PY,SI65,SI65,current,post_regen,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH6125-1-311,BH6125-1-311,LB,LB,PY,PY,SI65,SI65,current,current,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,-1
1st_Thin,BH6125-1-311,BH6125-1-311,LB,LB,PY,PY,SI65,SI65,current,current,T1-0-T2-0-F1-0-F2-0,T1-14-T2-0-F1-0-F2-0,-1
1st_Thin,BH6125-1-314,BH6125-1-314,LB,LB,PY,PY,SI70,SI70,current,current,T1-0-T2-0-F1-0-F2-0,T1-14-T2-0-F1-0-F2-0,-1
2nd_Thin,BH6125-1-314,BH6125-1-314,LB,LB,PY,PY,SI70,SI70,current,current,T1-0-T2-0-F1-0-F2-0,T1-14-T2-20-F1-0-F2-0,-1
Clearcut,BH6125-1-314,BH6125-1-314,LB,LB,PY,PY,SI70,SI70,current,post_regen,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH6125-1-314,BH6125-1-314,LB,LB,PY,PY,SI70,SI70,current,current,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,-1
1st_Thin,BH6125-1-319,BH6125-1-319,LB,LB,PY,PY,SI80,SI80,current,current,T1-0-T2-0-F1-0-F2-0,T1-14-T2-0-F1-0-F2-0,-1
2nd_Thin,BH6125-1-319,BH6125-1-319,LB,LB,PY,PY,SI80,SI80,current,current,T1-0-T2-0-F1-0-F2-0,T1-14-T2-20-F1-0-F2-0,-1
Clearcut,BH6125-1-319,BH6125-1-319,LB,LB,PY,PY,SI80,SI80,current,post_regen,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH6125-1-319,BH6125-1-319,LB,LB,PY,PY,SI80,SI80,current,current,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,-1
1st_Thin,BH6125-1-320,BH6125-1-320,LB,LB,PY,PY,SI80,SI80,current,current,T1-0-T2-0-F1-0-F2-0,T1-14-T2-0-F1-0-F2-0,-1
2nd_Thin,BH6125-1-320,BH6125-1-320,LB,LB,PY,PY,SI80,SI80,current,current,T1-0-T2-0-F1-0-F2-0,T1-14-T2-20-F1-0-F2-0,-1
64.31% clearcut,BH6125-1-320,BH6125-1-320,LB,LB,PY,PY,SI80,SI80,current,current,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,-1
Site_Prep,BH6125-1-320,BH6125-1-320,LB,LB,PY,PY,SI80,SI80,current,current,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,-1
Clearcut,BH6125-1-320,BH6125-1-320,LB,LB,PY,PY,SI80,SI80,current,post_regen,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
35.69% clearcut,BH6125-1-320,BH6125-1-320,LB,LB,PY,PY,SI80,SI80,current,current,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,-1
1st_Thin,BH6125-1-321,BH6125-1-321,LB,LB,PY,PY,SI70,SI70,current,current,T1-0-T2-0-F1-0-F2-0,T1-14-T2-0-F1-0-F2-0,-1
2nd_Thin,BH6125-1-321,BH6125-1-321,LB,LB,PY,PY,SI70,SI70,current,current,T1-0-T2-0-F1-0-F2-0,T1-14-T2-20-F1-0-F2-0,-1
Clearcut,BH6125-1-321,BH6125-1-321,LB,LB,PY,PY,SI70,SI70,current,post_regen,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH6125-1-321,BH6125-1-321,LB,LB,PY,PY,SI70,SI70,current,current,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,-1
2nd_Thin,BH6125-1-326,BH6125-1-326,LB,LB,PY,PY,SI80,SI80,current,current,T1-13-T2-0-F1-0-F2-0,T1-13-T2-20-F1-0-F2-0,-1
Clearcut,BH6125-1-326,BH6125-1-326,LB,LB,PY,PY,SI80,SI80,current,post_regen,T1-13-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH6125-1-326,BH6125-1-326,LB,LB,PY,PY,SI80,SI80,current,current,T1-13-T2-0-F1-0-F2-0,T1-13-T2-0-F1-0-F2-0,-1
1st_Thin,BH6125-1-326,BH6125-1-326,LB,LB,PY,PY,SI80,SI80,current,current,T1-13-T2-0-F1-0-F2-0,T1-14-T2-0-F1-0-F2-0,-1
1st_Thin,BH6125-1-335,BH6125-1-335,LB,LB,PY,PY,SI75,SI75,current,current,T1-0-T2-0-F1-0-F2-0,T1-14-T2-0-F1-0-F2-0,-1
Clearcut,BH6125-1-335,BH6125-1-335,LB,LB,PY,PY,SI75,SI75,current,post_regen,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH6125-1-335,BH6125-1-335,LB,LB,PY,PY,SI75,SI75,current,current,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,-1
1st_Thin,BH6125-1-346,BH6125-1-346,LB,LB,PY,PY,SI70,SI70,current,current,T1-0-T2-0-F1-0-F2-0,T1-14-T2-0-F1-0-F2-0,-1
Clearcut,BH6125-1-346,BH6125-1-346,LB,LB,PY,PY,SI70,SI70,current,post_regen,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH6125-1-346,BH6125-1-346,LB,LB,PY,PY,SI70,SI70,current,current,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,-1
1st_Thin,BH6125-1-352,BH6125-1-352,LB,LB,PY,PY,SI80,SI80,current,current,T1-0-T2-0-F1-0-F2-0,T1-14-T2-0-F1-0-F2-0,-1
2nd_Thin,BH6125-1-352,BH6125-1-352,LB,LB,PY,PY,SI80,SI80,current,current,T1-0-T2-0-F1-0-F2-0,T1-14-T2-20-F1-0-F2-0,-1
Clearcut,BH6125-1-352,BH6125-1-352,LB,LB,PY,PY,SI80,SI80,current,post_regen,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH6125-1-352,BH6125-1-352,LB,LB,PY,PY,SI80,SI80,current,current,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,-1
Clearcut,BH6125-1-354,BH6125-1-354,LB,LB,PY,PY,SI90,SI90,current,post_regen,T1-15-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH6125-1-354,BH6125-1-354,LB,LB,PY,PY,SI90,SI90,current,current,T1-15-T2-0-F1-0-F2-0,T1-15-T2-0-F1-0-F2-0,-1
1st_Thin,BH6125-1-354,BH6125-1-354,LB,LB,PY,PY,SI90,SI90,current,current,T1-15-T2-0-F1-0-F2-0,T1-14-T2-0-F1-0-F2-0,-1
2nd_Thin,BH6125-1-354,BH6125-1-354,LB,LB,PY,PY,SI90,SI90,current,current,T1-15-T2-0-F1-0-F2-0,T1-14-T2-21-F1-0-F2-0,-1
1st_Thin,BH6125-1-358,BH6125-1-358,LB,LB,PY,PY,SI75,SI75,current,current,T1-0-T2-0-F1-0-F2-0,T1-14-T2-0-F1-0-F2-0,-1
Clearcut,BH6125-1-358,BH6125-1-358,LB,LB,PY,PY,SI75,SI75,current,post_regen,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH6125-1-358,BH6125-1-358,LB,LB,PY,PY,SI75,SI75,current,current,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,-1
1st_Thin,BH6125-1-360,BH6125-1-360,LB,LB,PY,PY,SI80,SI80,current,current,T1-0-T2-0-F1-0-F2-0,T1-14-T2-0-F1-0-F2-0,-1
2nd_Thin,BH6125-1-360,BH6125-1-360,LB,LB,PY,PY,SI80,SI80,current,current,T1-0-T2-0-F1-0-F2-0,T1-14-T2-20-F1-0-F2-0,-1
Clearcut,BH6125-1-360,BH6125-1-360,LB,LB,PY,PY,SI80,SI80,current,post_regen,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH6125-1-360,BH6125-1-360,LB,LB,PY,PY,SI80,SI80,current,current,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,-1
1st_Thin,BH6125-1-366,BH6125-1-366,LB,LB,PY,PY,SI80,SI80,current,current,T1-0-T2-0-F1-0-F2-0,T1-14-T2-0-F1-0-F2-0,-1
2nd_Thin,BH6125-1-366,BH6125-1-366,LB,LB,PY,PY,SI80,SI80,current,current,T1-0-T2-0-F1-0-F2-0,T1-14-T2-20-F1-0-F2-0,-1
Clearcut,BH6125-1-366,BH6125-1-366,LB,LB,PY,PY,SI80,SI80,current,post_regen,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH6125-1-366,BH6125-1-366,LB,LB,PY,PY,SI80,SI80,current,current,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,-1
Clearcut,BH6125-1-368,BH6125-1-368,LB,LB,PY,PY,SI75,SI75,current,post_regen,T1-19-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH6125-1-368,BH6125-1-368,LB,LB,PY,PY,SI75,SI75,current,current,T1-19-T2-0-F1-0-F2-0,T1-19-T2-0-F1-0-F2-0,-1
1st_Thin,BH6125-1-368,BH6125-1-368,LB,LB,PY,PY,SI75,SI75,current,current,T1-19-T2-0-F1-0-F2-0,T1-14-T2-0-F1-0-F2-0,-1
2nd_Thin,BH6125-1-368,BH6125-1-368,LB,LB,PY,PY,SI75,SI75,current,current,T1-19-T2-0-F1-0-F2-0,T1-14-T2-21-F1-0-F2-0,-1
Clearcut,BH6125-1-369,BH6125-1-369,LB,LB,PY,PY,SI90,SI90,current,post_regen,T1-12-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH6125-1-369,BH6125-1-369,LB,LB,PY,PY,SI90,SI90,current,current,T1-12-T2-0-F1-0-F2-0,T1-12-T2-0-F1-0-F2-0,-1
1st_Thin,BH6125-1-369,BH6125-1-369,LB,LB,PY,PY,SI90,SI90,current,current,T1-12-T2-0-F1-0-F2-0,T1-14-T2-0-F1-0-F2-0,-1
2nd_Thin,BH6125-1-369,BH6125-1-369,LB,LB,PY,PY,SI90,SI90,current,current,T1-12-T2-0-F1-0-F2-0,T1-14-T2-21-F1-0-F2-0,-1
Clearcut,BH6125-1-370,BH6125-1-370,LB,LB,PY,PY,SI90,SI90,current,post_regen,T1-15-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH6125-1-370,BH6125-1-370,LB,LB,PY,PY,SI90,SI90,current,current,T1-15-T2-0-F1-0-F2-0,T1-15-T2-0-F1-0-F2-0,-1
1st_Thin,BH6125-1-370,BH6125-1-370,LB,LB,PY,PY,SI90,SI90,current,current,T1-15-T2-0-F1-0-F2-0,T1-14-T2-0-F1-0-F2-0,-1
2nd_Thin,BH6125-1-370,BH6125-1-370,LB,LB,PY,PY,SI90,SI90,current,current,T1-15-T2-0-F1-0-F2-0,T1-14-T2-21-F1-0-F2-0,-1
Clearcut,BH6125-1-371,BH6125-1-371,LB,LB,PY,PY,SI90,SI90,current,post_regen,T1-15-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH6125-1-371,BH6125-1-371,LB,LB,PY,PY,SI90,SI90,current,current,T1-15-T2-0-F1-0-F2-0,T1-15-T2-0-F1-0-F2-0,-1
1st_Thin,BH6125-1-371,BH6125-1-371,LB,LB,PY,PY,SI90,SI90,current,current,T1-15-T2-0-F1-0-F2-0,T1-14-T2-0-F1-0-F2-0,-1
2nd_Thin,BH6125-1-371,BH6125-1-371,LB,LB,PY,PY,SI90,SI90,current,current,T1-15-T2-0-F1-0-F2-0,T1-14-T2-21-F1-0-F2-0,-1
Clearcut,BH6125-1-375,BH6125-1-375,LB,LB,PY,PY,SI85,SI85,current,post_regen,T1-13-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH6125-1-375,BH6125-1-375,LB,LB,PY,PY,SI85,SI85,current,current,T1-13-T2-0-F1-0-F2-0,T1-13-T2-0-F1-0-F2-0,-1
1st_Thin,BH6125-1-375,BH6125-1-375,LB,LB,PY,PY,SI85,SI85,current,current,T1-13-T2-0-F1-0-F2-0,T1-14-T2-0-F1-0-F2-0,-1
2nd_Thin,BH6125-1-375,BH6125-1-375,LB,LB,PY,PY,SI85,SI85,current,current,T1-13-T2-0-F1-0-F2-0,T1-14-T2-21-F1-0-F2-0,-1
Clearcut,BH6125-1-376,BH6125-1-376,LB,LB,PY,PY,SI80,SI80,current,post_regen,T1-13-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH6125-1-376,BH6125-1-376,LB,LB,PY,PY,SI80,SI80,current,current,T1-13-T2-0-F1-0-F2-0,T1-13-T2-0-F1-0-F2-0,-1
1st_Thin,BH6125-1-376,BH6125-1-376,LB,LB,PY,PY,SI80,SI80,current,current,T1-13-T2-0-F1-0-F2-0,T1-14-T2-0-F1-0-F2-0,-1
2nd_Thin,BH6125-1-376,BH6125-1-376,LB,LB,PY,PY,SI80,SI80,current,current,T1-13-T2-0-F1-0-F2-0,T1-14-T2-21-F1-0-F2-0,-1
1st_Thin,BH6125-1-386,BH6125-1-386,LB,LB,PY,PY,SI75,SI75,current,current,T1-0-T2-0-F1-0-F2-0,T1-14-T2-0-F1-0-F2-0,-1
2nd_Thin,BH6125-1-386,BH6125-1-386,LB,LB,PY,PY,SI75,SI75,current,current,T1-0-T2-0-F1-0-F2-0,T1-14-T2-20-F1-0-F2-0,-1
Clearcut,BH6125-1-386,BH6125-1-386,LB,LB,PY,PY,SI75,SI75,current,post_regen,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH6125-1-386,BH6125-1-386,LB,LB,PY,PY,SI75,SI75,current,current,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,-1
1st_Thin,BH6125-1-387,BH6125-1-387,LB,LB,PY,PY,SI75,SI75,current,current,T1-0-T2-0-F1-0-F2-0,T1-14-T2-0-F1-0-F2-0,-1
Clearcut,BH6125-1-387,BH6125-1-387,LB,LB,PY,PY,SI75,SI75,current,post_regen,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH6125-1-387,BH6125-1-387,LB,LB,PY,PY,SI75,SI75,current,current,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,-1
Site_Prep,BH6125-1-394,BH6125-1-394,COLL,COLL,OY,OY,SI70,SI70,current,current,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,-1
1st_Thin,BH6125-1-394,BH6125-1-394,COLL,COLL,OY,OY,SI70,SI70,current,current,T1-0-T2-0-F1-0-F2-0,T1-14-T2-0-F1-0-F2-0,-1
Clearcut,BH6125-1-394,BH6125-1-394,COLL,LL,OY,OY,SI70,SI70,current,post_regen,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH6125-1-399,BH6125-1-399,COLL,COLL,OY,OY,SI75,SI75,current,current,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,-1
1st_Thin,BH6125-1-399,BH6125-1-399,COLL,COLL,OY,OY,SI75,SI75,current,current,T1-0-T2-0-F1-0-F2-0,T1-14-T2-0-F1-0-F2-0,-1
Clearcut,BH6125-1-399,BH6125-1-399,COLL,LL,OY,OY,SI75,SI75,current,post_regen,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH6125-1-400,BH6125-1-400,COLL,COLL,OY,OY,SI75,SI75,current,current,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,-1
1st_Thin,BH6125-1-400,BH6125-1-400,COLL,COLL,OY,OY,SI75,SI75,current,current,T1-0-T2-0-F1-0-F2-0,T1-14-T2-0-F1-0-F2-0,-1
Clearcut,BH6125-1-400,BH6125-1-400,COLL,LL,OY,OY,SI75,SI75,current,post_regen,T1-0-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Clearcut,BH6125-1-402,BH6125-1-402,LB,LB,PY,PY,SI75,SI75,current,post_regen,T1-18-T2-0-F1-0-F2-0,T1-0-T2-0-F1-0-F2-0,0
Site_Prep,BH6125-1-402,BH6125-1-402,LB,LB,PY,PY,SI75,SI75,current,current,T1-18-T2-0-F1-0-F2-0,T1-18-T2-0-F1-0-F2-0,-1
1st_Thin,BH6125-1-402,BH6125-1-402,LB,LB,PY,PY,SI75,SI75,current,current,T1-18-T2-0-F1-0-F2-0,T1-14-T2-0-F1-0-F2-0,-1
2nd_Thin,BH6125-1-402,BH6125-1-402,LB,LB,PY,PY,SI75,SI75,current,current,T1-18-T2-0-F1-0-F2-0,T1-14-T2-21-F1-0-F2-0,-1
